user_id,segment,last_hook_department,total_orders,streak_at_last_order,last_basket_size,intervention_deadline_orders
12343,Lost,beverages,4,0,5,
12349,Lost,produce,6,2,11,
12350,Lost,produce,4,0,9,
12351,Lost,produce,3,1,7,
12352,Lost,produce,4,0,19,
12353,Lost,produce,4,0,7,
12354,Lost,snacks,5,0,8,
12362,Lost,beverages,3,1,1,
12363,Lost,snacks,10,1,12,
12367,Lost,dairy eggs,8,0,10,
12372,Lost,frozen,3,0,5,
12374,Lost,produce,6,0,24,
12376,Lost,beverages,4,0,28,
12379,Lost,frozen,7,1,3,
12383,Lost,produce,7,0,5,
12384,Lost,produce,5,0,15,
12388,Lost,dairy eggs,4,0,35,
12389,Lost,canned goods,3,0,3,
12390,Lost,dairy eggs,6,1,1,
12391,Lost,produce,9,1,6,
12393,Lost,dairy eggs,3,0,5,
12396,Lost,produce,6,0,2,
12397,Lost,produce,4,0,28,
12403,Lost,produce,5,0,23,
12404,Lost,produce,5,1,17,
12408,Lost,snacks,3,1,8,
12409,Lost,dairy eggs,8,1,3,
12412,Lost,produce,4,1,4,
12418,Lost,pantry,7,0,2,
12421,Lost,produce,6,0,16,
12427,Lost,produce,5,0,10,
12434,Lost,meat seafood,10,1,3,
12437,Lost,produce,4,0,11,
12440,Lost,produce,5,0,3,
12443,Lost,beverages,5,2,2,
12447,Lost,produce,3,0,10,
12451,Lost,beverages,10,1,5,
12452,Lost,household,6,0,1,
12453,Lost,produce,5,0,26,
12454,Lost,produce,3,1,15,
12456,Lost,snacks,7,0,3,
12458,Lost,produce,9,0,24,
12462,Lost,produce,10,0,11,
12464,Lost,dairy eggs,9,1,2,
12466,Lost,snacks,5,0,7,
12467,Lost,produce,7,1,7,
12468,Lost,produce,10,1,9,
12471,Lost,produce,4,0,16,
12472,Lost,produce,5,1,13,
12474,Lost,produce,8,1,5,
12478,Lost,produce,6,0,5,
12482,Lost,produce,4,1,8,
12488,Lost,produce,4,0,2,
12493,Lost,produce,8,1,9,
12494,Lost,produce,5,1,1,
12495,Lost,produce,5,1,10,
12496,Lost,produce,10,0,24,
12497,Lost,beverages,3,0,6,
12500,Lost,beverages,4,0,2,
12501,Lost,dairy eggs,6,2,8,
12502,Lost,dairy eggs,7,0,7,
12503,Lost,produce,5,0,26,
12504,Lost,produce,7,0,20,
12508,Lost,produce,8,0,37,
12510,Lost,dairy eggs,8,1,14,
12513,Lost,pantry,6,1,19,
12515,Lost,beverages,6,0,13,
12516,Lost,alcohol,7,1,1,
12517,Lost,produce,5,0,10,
12519,Lost,produce,4,2,7,
12521,Lost,frozen,3,0,6,
12522,Lost,frozen,8,1,3,
12524,Lost,produce,5,0,9,
12526,Lost,produce,7,0,1,
12527,Lost,beverages,6,0,1,
12529,Lost,beverages,3,1,6,
12531,Lost,produce,6,0,13,
12532,Lost,produce,4,0,3,
12533,Lost,produce,5,0,10,
12535,Lost,household,4,2,10,
12540,Lost,produce,5,0,29,
12542,Lost,dairy eggs,5,0,6,
12543,Lost,produce,5,1,13,
12546,Lost,produce,6,1,15,
12547,Lost,produce,6,0,7,
12550,Lost,canned goods,4,0,8,
12551,Lost,alcohol,6,0,8,
12553,Lost,produce,8,1,1,
12554,Lost,produce,4,0,15,
12555,Lost,produce,9,1,16,
12556,Lost,produce,5,0,19,
12557,Lost,frozen,4,2,2,
12561,Lost,snacks,4,0,1,
12563,Lost,produce,4,0,23,
12567,Lost,frozen,5,1,27,
12571,Lost,dairy eggs,4,0,10,
12574,Lost,produce,3,2,15,
12575,Lost,produce,4,0,12,
12577,Lost,produce,4,0,33,
12578,Lost,dairy eggs,8,1,2,
12579,Lost,produce,4,0,3,
12580,Lost,household,7,1,7,
12582,Lost,produce,4,1,6,
12583,Lost,snacks,4,0,16,
12588,Lost,household,5,0,6,
12593,Lost,beverages,5,0,5,
12595,Lost,frozen,6,0,2,
12596,Lost,snacks,7,1,1,
12598,Lost,produce,5,0,21,
12601,Lost,produce,7,0,32,
12603,Lost,breakfast,5,0,9,
12606,Lost,pets,4,0,7,
12609,Lost,dairy eggs,6,1,1,
12610,Lost,produce,3,0,6,
12612,Lost,produce,6,2,13,
12613,Lost,produce,3,1,6,
12615,Lost,produce,5,0,22,
12619,Lost,bakery,9,0,1,
12622,Lost,frozen,10,1,11,
12625,Lost,produce,4,0,12,
12627,Lost,produce,5,1,24,
12629,Lost,frozen,9,0,1,
12631,Lost,dairy eggs,5,0,20,
12632,Lost,produce,5,0,18,
12633,Lost,dairy eggs,6,2,11,
12634,Lost,produce,4,2,5,
12635,Lost,produce,6,2,4,
12636,Lost,dairy eggs,6,0,17,
12642,Lost,produce,4,0,18,
12648,Lost,produce,4,0,17,
12649,Lost,beverages,4,0,1,
12653,Lost,pantry,5,1,7,
12654,Lost,pantry,5,0,10,
12655,Lost,produce,7,0,13,
12660,Lost,dry goods pasta,6,1,9,
12663,Lost,produce,4,0,14,
12668,Lost,dairy eggs,4,2,3,
12675,Lost,produce,3,0,15,
12676,Lost,beverages,6,1,11,
12678,Lost,dairy eggs,6,1,5,
12679,Lost,dairy eggs,7,0,7,
12680,Lost,beverages,4,1,23,
12681,Lost,snacks,5,0,6,
12682,Lost,produce,5,1,12,
12683,Lost,produce,7,1,4,
12685,Lost,dairy eggs,4,0,8,
12688,Lost,produce,4,0,5,
12689,Lost,produce,9,1,13,
12690,Lost,produce,4,0,9,
12691,Lost,produce,5,2,10,
12692,Lost,produce,8,1,3,
12694,Lost,dairy eggs,3,1,15,
12695,Lost,frozen,4,3,6,
12698,Lost,snacks,4,0,5,
12700,Lost,dairy eggs,7,1,5,
12701,Lost,produce,5,0,17,
12704,Lost,produce,6,1,7,
12705,Lost,produce,5,1,10,
12706,Lost,beverages,4,0,6,
12708,Lost,produce,3,1,13,
12712,Lost,produce,10,0,2,
12713,Lost,frozen,4,0,7,
12716,Lost,dairy eggs,9,1,6,
12718,Lost,dairy eggs,9,0,4,
12722,Lost,dairy eggs,6,0,8,
12723,Lost,produce,5,0,14,
12728,Lost,dairy eggs,9,0,38,
12730,Lost,dairy eggs,7,0,17,
12732,Lost,produce,7,2,6,
12733,Lost,produce,4,0,18,
12736,Lost,produce,6,0,18,
12737,Lost,produce,5,0,16,
12738,Lost,dairy eggs,5,1,5,
12744,Lost,produce,9,0,6,
12745,Lost,frozen,5,1,9,
12746,Lost,produce,4,0,6,
12751,Lost,beverages,4,1,4,
12754,Lost,dairy eggs,4,0,10,
12756,Lost,pets,4,0,11,
12760,Lost,produce,6,1,9,
12762,Lost,produce,4,0,13,
12763,Lost,produce,4,0,13,
12766,Lost,beverages,5,0,3,
12769,Lost,produce,3,0,7,
12770,Lost,produce,8,2,7,
12773,Lost,dairy eggs,6,0,23,
12774,Lost,beverages,4,1,5,
12776,Lost,produce,10,0,9,
12777,Lost,produce,6,1,19,
12780,Lost,produce,9,1,6,
12791,Lost,bakery,5,1,2,
12794,Lost,pantry,9,0,21,
12795,Lost,snacks,4,1,6,
12796,Lost,produce,4,0,9,
12798,Lost,produce,4,1,1,
12799,Lost,produce,4,0,14,
12805,Lost,produce,4,1,26,
12806,Lost,produce,5,0,10,
12808,Lost,produce,9,0,9,
12811,Lost,alcohol,8,1,2,
12812,Lost,meat seafood,9,0,1,
12813,Lost,frozen,5,1,17,
12814,Lost,dairy eggs,3,1,1,
12815,Lost,produce,6,0,16,
12816,Lost,household,8,2,4,
12817,Lost,beverages,7,1,7,
12818,Lost,beverages,8,0,12,
12820,Lost,dairy eggs,5,1,2,
12822,Lost,produce,7,0,20,
12827,Lost,produce,6,1,2,
12828,Lost,babies,4,0,18,
12832,Lost,produce,9,1,2,
12837,Lost,produce,4,0,3,
12838,Lost,produce,3,1,3,
12841,Lost,produce,5,2,2,
12842,Lost,produce,4,1,6,
12846,Lost,canned goods,3,0,12,
12847,Lost,snacks,6,1,2,
12848,Lost,produce,4,2,18,
12850,Lost,produce,4,0,24,
12851,Lost,personal care,7,1,22,
12854,Lost,dairy eggs,4,2,3,
12864,Lost,produce,6,0,18,
12872,Lost,produce,4,2,23,
12876,Lost,produce,4,0,17,
12880,Lost,dairy eggs,3,1,12,
12882,Lost,alcohol,5,3,5,
12883,Lost,pantry,5,0,3,
12888,Lost,produce,4,1,1,
12891,Lost,produce,4,0,3,
12894,Lost,produce,5,1,14,
12896,Lost,produce,7,2,9,
12897,Lost,produce,8,2,8,
12901,Lost,produce,5,1,9,
12902,Lost,produce,7,0,11,
12907,Lost,frozen,4,1,6,
12910,Lost,frozen,3,2,9,
12914,Lost,household,5,0,9,
12917,Lost,dairy eggs,9,1,3,
12920,Lost,pantry,6,0,6,
12921,Lost,produce,5,1,8,
12926,Lost,personal care,3,0,11,
12931,Lost,beverages,7,0,6,
12932,Lost,produce,5,1,1,
12933,Lost,beverages,3,0,6,
12935,Lost,produce,7,0,9,
12939,Lost,produce,7,0,19,
12945,Lost,alcohol,4,1,1,
12949,Lost,frozen,4,0,4,
12950,Lost,produce,7,1,9,
12951,Lost,personal care,4,0,5,
12952,Lost,snacks,6,1,1,
12955,Lost,produce,8,1,8,
12956,Lost,snacks,6,0,35,
12967,Lost,produce,10,1,1,
12970,Lost,dairy eggs,3,2,3,
12972,Lost,snacks,3,1,7,
12974,Lost,produce,6,0,7,
12975,Lost,produce,5,1,19,
12977,Lost,dairy eggs,8,0,19,
12983,Lost,produce,9,1,13,
12984,Lost,beverages,5,1,5,
12985,Lost,beverages,6,0,7,
12986,Lost,produce,3,0,19,
12988,Lost,dairy eggs,6,0,12,
12990,Lost,dairy eggs,9,0,2,
12991,Lost,produce,10,0,14,
12996,Lost,dairy eggs,6,1,6,
12997,Lost,produce,5,1,6,
13001,Lost,produce,5,1,1,
13003,Lost,dairy eggs,4,0,13,
13004,Lost,snacks,3,0,1,
13005,Lost,produce,10,2,9,
13006,Lost,dairy eggs,3,0,5,
13008,Lost,produce,4,0,15,
13011,Lost,produce,9,0,8,
13012,Lost,bakery,6,4,1,
13013,Lost,beverages,8,0,5,
13017,Lost,produce,8,2,9,
13020,Lost,produce,7,1,17,
13021,Lost,personal care,8,0,7,
13023,Lost,beverages,3,0,4,
13025,Lost,dairy eggs,4,2,6,
13027,Lost,produce,4,2,10,
13030,Lost,produce,9,0,7,
13031,Lost,frozen,6,0,11,
13033,Lost,dairy eggs,5,1,6,
13034,Lost,produce,3,1,11,
13038,Lost,babies,10,0,17,
13040,Lost,frozen,3,1,5,
13042,Lost,frozen,4,0,7,
13043,Lost,produce,9,1,19,
13046,Lost,frozen,4,0,3,
13047,Lost,frozen,8,0,7,
13052,Lost,canned goods,5,0,10,
13058,Lost,produce,3,0,4,
13060,Lost,pantry,5,3,5,
13067,Lost,beverages,5,1,8,
13073,Lost,beverages,6,0,1,
13074,Lost,beverages,5,0,8,
13075,Lost,produce,4,0,13,
13079,Lost,produce,5,0,21,
13080,Lost,beverages,7,0,3,
13086,Lost,produce,4,1,1,
13088,Lost,produce,9,0,13,
13091,Lost,dairy eggs,4,2,1,
13093,Lost,produce,5,1,8,
13099,Lost,produce,10,2,15,
13100,Lost,produce,3,0,19,
13101,Lost,dairy eggs,6,0,30,
13102,Lost,produce,4,0,10,
13108,Lost,produce,4,0,10,
13109,Lost,produce,5,0,9,
13110,Lost,produce,6,0,2,
13111,Lost,produce,9,0,19,
13114,Lost,dairy eggs,5,3,4,
13115,Lost,produce,6,1,4,
13121,Lost,household,7,0,1,
13122,Lost,dairy eggs,7,0,8,
13126,Lost,dairy eggs,6,2,6,
13132,Lost,beverages,5,0,1,
13133,Lost,produce,7,0,10,
13134,Lost,alcohol,5,1,18,
13135,Lost,dairy eggs,6,2,8,
13136,Lost,produce,6,1,7,
13139,Lost,produce,5,1,14,
13140,Lost,produce,4,2,11,
13143,Lost,dairy eggs,10,1,6,
13147,Lost,frozen,4,0,18,
13150,Lost,household,4,0,1,
13151,Lost,dairy eggs,7,0,14,
13154,Lost,produce,5,1,4,
13155,Lost,produce,4,1,12,
13157,Lost,dairy eggs,4,0,3,
13158,Lost,produce,9,1,3,
13162,Lost,produce,3,2,1,
13163,Lost,produce,3,1,2,
13164,Lost,produce,6,0,7,
13166,Lost,deli,6,0,4,
13167,Lost,frozen,6,1,10,
13171,Lost,beverages,6,0,10,
13174,Lost,beverages,6,0,15,
13175,Lost,dairy eggs,10,0,12,
13182,Lost,produce,8,0,10,
13186,Lost,dairy eggs,5,0,19,
13190,Lost,personal care,8,0,3,
13192,Lost,dairy eggs,7,0,14,
13196,Lost,produce,5,0,8,
13200,Lost,snacks,4,2,11,
13202,Lost,produce,4,1,12,
13203,Lost,beverages,7,1,7,
13208,Lost,produce,6,0,12,
13209,Lost,dairy eggs,5,1,4,
13210,Lost,produce,3,1,5,
13214,Lost,dairy eggs,3,0,14,
13216,Lost,produce,7,1,23,
13217,Lost,produce,5,0,18,
13220,Lost,produce,4,0,13,
13227,Lost,produce,3,2,5,
13232,Lost,produce,4,0,13,
13233,Lost,bakery,5,1,5,
13234,Lost,bakery,5,0,2,
13236,Lost,dairy eggs,7,0,13,
13237,Lost,beverages,9,1,4,
13242,Lost,produce,6,0,3,
13243,Lost,produce,6,0,12,
13244,Lost,produce,6,0,35,
13245,Lost,dairy eggs,8,0,4,
13247,Lost,dairy eggs,10,0,37,
13249,Lost,produce,4,1,2,
13250,Lost,produce,9,1,27,
13251,Lost,produce,10,0,25,
13255,Lost,produce,4,0,12,
13256,Lost,produce,5,1,8,
13258,Lost,produce,3,1,23,
13272,Lost,produce,3,0,1,
13273,Lost,produce,5,0,22,
13279,Lost,produce,5,3,9,
13281,Lost,produce,8,0,3,
13283,Lost,produce,4,0,4,
13288,Lost,produce,4,0,14,
13292,Lost,beverages,6,0,2,
13293,Lost,frozen,4,0,6,
13294,Lost,produce,7,0,9,
13296,Lost,produce,5,0,26,
13297,Lost,snacks,8,0,13,
13298,Lost,dairy eggs,4,1,1,
13300,Lost,produce,4,1,9,
13302,Lost,produce,5,1,12,
13303,Lost,breakfast,9,1,14,
13306,Lost,beverages,4,0,18,
13308,Lost,produce,9,0,7,
13310,Lost,meat seafood,4,1,16,
13311,Lost,dairy eggs,8,0,3,
13312,Lost,dairy eggs,4,1,9,
13313,Lost,produce,4,1,7,
13316,Lost,dairy eggs,9,0,3,
13317,Lost,dairy eggs,9,0,8,
13319,Lost,household,5,0,4,
13321,Lost,produce,4,0,6,
13322,Lost,produce,6,1,14,
13324,Lost,produce,4,0,2,
13325,Lost,produce,3,0,34,
13327,Lost,beverages,8,0,8,
13328,Lost,produce,8,0,16,
13331,Lost,produce,3,0,14,
13336,Lost,frozen,5,1,3,
13338,Lost,dairy eggs,8,0,24,
13339,Lost,produce,4,2,10,
13344,Lost,dairy eggs,3,0,13,
13351,Lost,produce,6,0,6,
13356,Lost,frozen,5,0,8,
13357,Lost,produce,4,0,6,
13358,Lost,dairy eggs,6,0,8,
13359,Lost,beverages,4,0,3,
13360,Lost,beverages,4,3,1,
13363,Lost,personal care,5,0,1,
13364,Lost,produce,3,0,23,
13366,Lost,dairy eggs,5,0,8,
13369,Lost,dairy eggs,7,0,6,
13370,Lost,beverages,5,2,1,
13372,Lost,produce,4,0,12,
13373,Lost,produce,9,2,9,
13374,Lost,produce,5,0,6,
13376,Lost,breakfast,5,3,5,
13377,Lost,pantry,3,1,2,
13378,Lost,produce,7,1,7,
13379,Lost,dairy eggs,8,1,11,
13380,Lost,snacks,10,0,3,
13382,Lost,deli,4,0,2,
13385,Lost,frozen,8,0,14,
13388,Lost,frozen,4,2,31,
13391,Lost,beverages,7,0,2,
13394,Lost,personal care,5,1,10,
13397,Lost,dairy eggs,6,1,15,
13398,Lost,dairy eggs,4,0,1,
13399,Lost,dairy eggs,5,1,9,
13401,Lost,beverages,8,0,27,
13402,Lost,pantry,5,0,3,
13403,Lost,produce,3,0,13,
13404,Lost,produce,3,0,30,
13410,Lost,snacks,10,0,9,
13413,Lost,breakfast,4,1,5,
13414,Lost,produce,9,5,4,
13416,Lost,produce,10,1,11,
13417,Lost,dairy eggs,8,1,16,
13420,Lost,beverages,5,2,3,
13422,Lost,dairy eggs,5,1,1,
13424,Lost,produce,9,0,13,
13433,Lost,produce,8,0,21,
13435,Lost,beverages,8,0,4,
13436,Lost,beverages,4,0,4,
13438,Lost,canned goods,9,1,8,
13439,Lost,dairy eggs,4,1,8,
13441,Lost,pantry,3,1,3,
13446,Lost,produce,7,2,5,
13448,Lost,produce,4,1,15,
13452,Lost,produce,4,0,21,
13454,Lost,produce,5,1,20,
13458,Lost,produce,5,0,25,
13460,Lost,beverages,6,0,13,
13463,Lost,dairy eggs,4,1,6,
13464,Lost,snacks,7,2,4,
13465,Lost,produce,5,1,5,
13470,Lost,dairy eggs,4,0,35,
13474,Lost,frozen,9,1,5,
13476,Lost,dairy eggs,5,0,5,
13480,Lost,produce,7,0,24,
13485,Lost,produce,4,0,20,
13486,Lost,dairy eggs,4,1,1,
13490,Lost,produce,5,2,3,
13495,Lost,dairy eggs,8,2,9,
13497,Lost,household,8,1,1,
13498,Lost,produce,7,0,11,
13500,Lost,dairy eggs,6,2,3,
13508,Lost,produce,4,0,18,
13511,Lost,produce,3,0,2,
13512,Lost,produce,7,0,3,
13514,Lost,dairy eggs,4,2,6,
13516,Lost,frozen,7,2,2,
13520,Lost,dairy eggs,5,0,9,
13526,Lost,babies,4,0,6,
13528,Lost,beverages,4,0,6,
13532,Lost,produce,5,0,4,
13534,Lost,produce,6,1,8,
13535,Lost,alcohol,9,0,6,
13536,Lost,beverages,5,0,2,
13539,Lost,produce,8,0,23,
13540,Lost,produce,5,0,13,
13542,Lost,produce,5,0,7,
13543,Lost,dairy eggs,8,1,6,
13544,Lost,produce,3,0,53,
13545,Lost,produce,5,1,4,
13546,Lost,dairy eggs,7,0,9,
13549,Lost,produce,5,0,21,
13550,Lost,pantry,7,3,1,
13556,Lost,produce,5,0,16,
13560,Lost,meat seafood,7,0,4,
13565,Lost,produce,5,0,1,
13566,Lost,canned goods,5,0,36,
13567,Lost,produce,7,2,12,
13569,Lost,produce,10,0,11,
13570,Lost,produce,4,1,21,
13573,Lost,produce,4,0,9,
13576,Lost,pantry,4,0,5,
13577,Lost,produce,5,0,4,
13579,Lost,dairy eggs,5,1,5,
13580,Lost,produce,5,2,4,
13581,Lost,dairy eggs,9,3,1,
13582,Lost,produce,5,0,12,
13583,Lost,produce,7,0,12,
13584,Lost,produce,5,0,8,
13588,Lost,produce,4,0,18,
13590,Lost,produce,7,0,9,
13594,Lost,produce,4,0,10,
13595,Lost,produce,7,0,14,
13597,Lost,household,4,2,2,
13599,Lost,dairy eggs,6,1,15,
13601,Lost,produce,4,0,3,
13602,Lost,produce,6,0,19,
13603,Lost,produce,3,2,11,
13604,Lost,deli,4,0,6,
13605,Lost,household,3,0,15,
13606,Lost,snacks,9,4,11,
13609,Lost,pantry,5,0,6,
13610,Lost,dairy eggs,5,1,5,
13611,Lost,dairy eggs,4,0,14,
13612,Lost,produce,3,0,9,
13614,Lost,snacks,9,1,6,
13619,Lost,produce,5,0,14,
13621,Lost,beverages,8,2,3,
13625,Lost,produce,5,0,5,
13626,Lost,produce,7,0,10,
13627,Lost,snacks,4,0,9,
13629,Lost,beverages,3,0,10,
13630,Lost,dairy eggs,5,1,13,
13631,Lost,beverages,6,0,6,
13635,Lost,produce,5,0,18,
13636,Lost,produce,5,2,11,
13637,Lost,beverages,5,0,1,
13638,Lost,snacks,8,0,8,
13640,Lost,produce,5,1,4,
13641,Lost,produce,5,0,17,
13642,Lost,produce,4,0,23,
13646,Lost,produce,4,0,25,
13647,Lost,produce,6,0,27,
13652,Lost,bakery,5,0,1,
13657,Lost,frozen,9,1,6,
13658,Lost,frozen,8,1,13,
13659,Lost,produce,6,3,10,
13660,Lost,produce,7,1,12,
13664,Lost,beverages,5,2,1,
13667,Lost,produce,6,0,3,
13669,Lost,produce,8,0,21,
13673,Lost,produce,5,0,9,
13674,Lost,produce,10,0,20,
13676,Lost,bakery,5,1,2,
13677,Lost,produce,4,3,8,
13679,Lost,babies,4,1,9,
13680,Lost,produce,5,0,19,
13682,Lost,produce,4,0,16,
13685,Lost,dairy eggs,5,0,8,
13686,Lost,breakfast,7,0,9,
13689,Lost,beverages,6,0,15,
13690,Lost,frozen,4,1,5,
13692,Lost,snacks,8,1,23,
13695,Lost,produce,4,1,6,
13698,Lost,snacks,8,0,8,
13699,Lost,produce,4,0,35,
13702,Lost,dairy eggs,5,1,12,
13705,Lost,produce,8,0,33,
13706,Lost,produce,6,0,7,
13707,Lost,produce,7,2,6,
13708,Lost,produce,6,0,7,
13709,Lost,produce,4,1,3,
13712,Lost,pantry,10,2,4,
13715,Lost,dairy eggs,5,0,5,
13717,Lost,dairy eggs,5,0,12,
13719,Lost,frozen,4,1,1,
13723,Lost,produce,3,2,4,
13725,Lost,beverages,6,3,11,
13727,Lost,produce,7,0,40,
13730,Lost,produce,4,1,29,
13732,Lost,deli,6,0,3,
13733,Lost,produce,8,0,18,
13734,Lost,produce,5,2,4,
13737,Lost,produce,7,0,4,
13740,Lost,dairy eggs,5,1,12,
13741,Lost,dairy eggs,8,0,13,
13742,Lost,alcohol,4,0,5,
13743,Lost,produce,5,0,39,
13744,Lost,snacks,7,1,13,
13745,Lost,produce,3,1,7,
13748,Lost,bakery,4,0,1,
13753,Lost,produce,4,1,19,
13756,Lost,produce,6,2,3,
13759,Lost,produce,3,1,1,
13760,Lost,produce,3,0,10,
13761,Lost,produce,7,0,24,
13763,Lost,deli,5,0,8,
13764,Lost,produce,6,0,22,
13767,Lost,dairy eggs,4,0,5,
13769,Lost,produce,9,0,25,
13771,Lost,produce,4,0,11,
13774,Lost,produce,7,0,17,
13775,Lost,frozen,10,0,10,
13780,Lost,produce,7,1,12,
13782,Lost,frozen,8,0,18,
13786,Lost,produce,7,1,11,
13788,Lost,produce,4,0,14,
13789,Lost,frozen,4,1,1,
13790,Lost,dairy eggs,7,0,29,
13792,Lost,produce,6,0,13,
13793,Lost,frozen,4,0,6,
13794,Lost,dairy eggs,5,0,3,
13795,Lost,personal care,7,0,9,
13803,Lost,beverages,7,0,15,
13806,Lost,dairy eggs,4,0,3,
13808,Lost,beverages,3,0,6,
13810,Lost,dairy eggs,6,0,10,
13818,Lost,beverages,4,0,9,
13819,Lost,alcohol,4,0,3,
13822,Lost,beverages,9,0,4,
13823,Lost,produce,9,1,6,
13824,Lost,produce,8,2,11,
13831,Lost,produce,8,1,6,
13836,Lost,produce,4,0,22,
13839,Lost,dairy eggs,5,1,5,
13842,Lost,pets,3,2,4,
13843,Lost,produce,7,0,19,
13846,Lost,produce,4,0,10,
13848,Lost,beverages,4,2,1,
13852,Lost,produce,6,0,6,
13853,Lost,produce,3,0,11,
13854,Lost,produce,6,0,11,
13856,Lost,household,4,0,1,
13858,Lost,dairy eggs,4,0,14,
13861,Lost,beverages,9,0,6,
13863,Lost,produce,7,0,17,
13872,Lost,beverages,6,1,1,
13873,Lost,household,4,0,7,
13875,Lost,produce,9,0,23,
13884,Lost,household,5,0,4,
13885,Lost,dairy eggs,5,0,1,
13888,Lost,dairy eggs,7,0,7,
13889,Lost,beverages,3,0,2,
13890,Lost,breakfast,4,2,1,
13891,Lost,frozen,5,0,13,
13894,Lost,produce,4,1,8,
13896,Lost,dry goods pasta,4,0,6,
13897,Lost,produce,5,1,5,
13905,Lost,produce,3,0,5,
13907,Lost,produce,6,0,9,
13908,Lost,beverages,6,0,30,
13911,Lost,dairy eggs,10,0,4,
13916,Lost,beverages,8,0,3,
13917,Lost,produce,4,0,16,
13923,Lost,produce,5,1,6,
13925,Lost,household,4,1,14,
13928,Lost,produce,5,1,1,
13933,Lost,dairy eggs,4,1,13,
13934,Lost,produce,9,1,11,
13935,Lost,frozen,9,0,6,
13937,Lost,bakery,7,0,2,
13940,Lost,beverages,3,2,3,
13946,Lost,produce,4,0,20,
13949,Lost,beverages,4,2,2,
13952,Lost,produce,5,1,4,
13955,Lost,produce,7,1,7,
13957,Lost,produce,3,0,17,
13961,Lost,snacks,8,0,5,
13965,Lost,produce,5,1,2,
13966,Lost,beverages,6,0,1,
13967,Lost,produce,3,0,10,
13970,Lost,snacks,6,0,12,
13974,Lost,produce,3,0,13,
13976,Lost,frozen,5,1,5,
13977,Lost,dry goods pasta,6,0,18,
13978,Lost,produce,4,0,14,
13979,Lost,produce,4,1,14,
13983,Lost,canned goods,10,0,7,
13984,Lost,produce,3,0,10,
13985,Lost,deli,10,0,2,
13987,Lost,produce,4,2,5,
13988,Lost,dairy eggs,4,0,13,
13992,Lost,household,6,3,1,
13994,Lost,produce,4,0,10,
13995,Lost,produce,9,1,13,
14000,Lost,produce,5,0,40,
14001,Lost,dairy eggs,5,1,7,
14004,Lost,produce,5,2,4,
14005,Lost,produce,3,1,9,
14007,Lost,produce,7,0,15,
14008,Lost,produce,3,0,13,
14009,Lost,dairy eggs,5,1,1,
14010,Lost,beverages,8,1,6,
14013,Lost,dairy eggs,9,1,20,
14014,Lost,produce,6,0,9,
14015,Lost,dry goods pasta,6,1,2,
14020,Lost,produce,5,1,15,
14022,Lost,produce,6,0,13,
14027,Lost,produce,10,0,32,
14029,Lost,produce,5,2,14,
14030,Lost,produce,3,1,4,
14033,Lost,beverages,3,0,2,
14034,Lost,dairy eggs,5,1,8,
14036,Lost,produce,3,0,4,
14037,Lost,produce,6,3,7,
14038,Lost,dairy eggs,5,0,12,
14040,Lost,produce,4,2,5,
14042,Lost,produce,8,0,14,
14043,Lost,snacks,6,0,15,
14044,Lost,produce,8,0,28,
14045,Lost,produce,7,1,15,
14046,Lost,produce,3,2,6,
14048,Lost,produce,9,0,15,
14057,Lost,dairy eggs,5,2,20,
14058,Lost,frozen,6,1,1,
14060,Lost,dairy eggs,7,1,3,
14063,Lost,beverages,10,0,1,
14065,Lost,produce,4,1,16,
14066,Lost,produce,5,0,10,
14067,Lost,produce,4,0,23,
14068,Lost,dry goods pasta,8,0,7,
14069,Lost,produce,4,0,5,
14070,Lost,produce,5,0,8,
14073,Lost,produce,5,0,6,
14076,Lost,produce,4,3,1,
14079,Lost,bakery,6,1,3,
14083,Lost,dairy eggs,3,0,25,
14085,Lost,beverages,4,0,3,
14087,Lost,produce,4,0,16,
14088,Lost,dairy eggs,10,1,13,
14094,Lost,produce,5,0,5,
14096,Lost,snacks,4,0,5,
14098,Lost,produce,10,0,14,
14099,Lost,frozen,4,0,2,
14101,Lost,produce,7,2,11,
14104,Lost,pantry,9,0,9,
14105,Lost,dairy eggs,5,0,9,
14108,Lost,produce,8,0,17,
14109,Lost,produce,3,1,12,
14110,Lost,produce,3,0,22,
14116,Lost,frozen,3,2,5,
14117,Lost,beverages,5,0,16,
14119,Lost,frozen,7,0,9,
14122,Lost,dairy eggs,5,1,4,
14124,Lost,frozen,5,2,1,
14125,Lost,dairy eggs,5,0,15,
14130,Lost,produce,3,2,2,
14132,Lost,beverages,6,0,7,
14134,Lost,pantry,10,0,7,
14135,Lost,produce,5,0,22,
14136,Lost,produce,9,1,2,
14137,Lost,produce,5,1,10,
14143,Lost,produce,6,2,4,
14147,Lost,produce,4,1,6,
14148,Lost,dairy eggs,7,1,21,
14149,Lost,produce,7,0,3,
14154,Lost,snacks,6,0,7,
14155,Lost,produce,7,1,15,
14157,Lost,produce,4,1,24,
14159,Lost,canned goods,5,2,2,
14161,Lost,produce,4,0,7,
14162,Lost,produce,6,0,20,
14164,Lost,produce,8,0,18,
14165,Lost,produce,3,1,8,
14166,Lost,produce,8,1,5,
14167,Lost,produce,9,0,34,
14170,Lost,produce,3,0,14,
14175,Lost,beverages,4,1,1,
14176,Lost,produce,6,2,3,
14182,Lost,dairy eggs,4,0,9,
14185,Lost,dairy eggs,10,0,6,
14188,Lost,canned goods,5,0,23,
