user_id,avg_days_between_orders,gap_trend,reorder_rate,order_count,days_since_last_order,annual_value_est,revenue_at_risk_90d,churned,top_department
12254,14.38,-1.0,0.67,9,15.0,2793.04,65.59,0,produce
12255,10.4,2.0,0.34,6,5.0,3860.58,127.22,0,produce
12256,8.15,17.67,0.79,41,15.0,4926.38,49.15,0,beverages
12257,23.44,-19.67,0.33,10,30.0,1712.56,35.42,1,produce
12258,19.44,10.0,0.34,10,13.0,2064.86,36.14,0,frozen
12259,16.0,-5.67,0.63,9,12.0,2509.38,78.58,0,produce
12260,4.94,1.33,0.49,18,5.0,8125.6,233.92,0,produce
12261,14.57,1.33,0.57,24,13.0,2756.57,107.03,0,dairy eggs
12262,11.03,2.0,0.54,33,30.0,3639.66,71.44,1,dairy eggs
12263,13.83,14.0,0.55,13,12.0,2902.41,120.26,0,dairy eggs
12264,3.8,0.0,0.63,6,1.0,10565.79,152.08,0,produce
12266,9.83,-8.0,0.53,31,3.0,4083.05,37.72,0,alcohol
12267,11.3,-12.0,0.34,11,25.0,3553.1,43.31,0,household
12268,17.43,11.33,0.34,8,30.0,2303.69,28.8,1,snacks
12269,11.54,4.67,0.72,27,30.0,3479.67,70.3,1,frozen
12270,8.21,13.0,0.15,15,5.0,4887.83,75.54,0,produce
12271,22.25,1.33,0.09,9,30.0,1804.49,25.52,1,dairy eggs
12272,23.75,0.0,0.57,5,30.0,1690.53,5.38,1,beverages
12273,9.7,14.33,0.58,38,8.0,4138.02,68.8,0,produce
12274,13.88,7.67,0.51,18,8.0,2892.16,23.01,0,dairy eggs
12275,11.17,9.33,0.3,7,8.0,3595.52,95.72,0,produce
12277,13.0,-5.33,0.16,14,30.0,3088.46,41.11,1,personal care
12278,21.67,10.0,0.58,13,13.0,1853.08,18.47,0,produce
12279,10.69,3.33,0.52,33,11.0,3756.73,77.88,0,household
12283,17.1,-7.33,0.38,11,30.0,2347.95,7.76,1,produce
12284,8.26,-10.0,0.52,20,30.0,4858.92,79.51,1,beverages
12285,13.29,0.33,0.68,15,30.0,3022.04,75.09,1,beverages
12286,24.17,-6.67,0.62,7,30.0,1661.38,11.33,1,frozen
12288,7.13,-4.33,0.72,16,11.0,5628.5,36.78,0,produce
12289,9.0,0.0,0.26,5,4.0,4461.11,198.72,0,dairy eggs
12291,16.86,2.0,0.68,8,24.0,2381.78,48.04,0,dairy eggs
12292,30.0,0.0,0.31,5,30.0,1338.33,33.46,1,dairy eggs
12293,18.91,-6.0,0.34,12,20.0,2123.32,37.0,0,produce
12294,17.78,-7.67,0.46,10,13.0,2258.44,74.43,0,produce
12295,3.0,-2.33,0.76,6,0.0,13383.33,385.28,0,produce
12297,16.0,3.33,0.49,6,17.0,2509.38,96.0,0,beverages
12298,27.29,0.33,0.4,8,30.0,1471.47,54.76,1,snacks
12299,10.04,8.33,0.55,29,10.0,4000.71,91.24,0,produce
12300,9.47,6.0,0.72,39,4.0,4238.06,343.29,0,produce
12301,14.36,16.0,0.7,15,30.0,2796.52,77.12,1,produce
12302,7.2,2.0,0.38,6,7.0,5576.39,54.92,0,produce
12303,16.89,-2.0,0.4,10,14.0,2377.3,82.12,0,dairy eggs
12305,13.17,-19.67,0.28,19,12.0,3049.37,50.34,0,produce
12306,12.43,-17.33,0.72,22,6.0,3230.46,36.38,0,produce
12308,22.9,4.0,0.44,11,30.0,1753.28,32.96,1,produce
12309,6.87,8.33,0.53,54,8.0,5846.02,38.88,0,bakery
12310,10.71,-4.33,0.32,8,14.0,3747.33,161.82,0,produce
12311,21.86,-7.0,0.43,8,30.0,1836.93,85.58,1,dry goods pasta
12312,25.25,-2.0,0.42,9,30.0,1590.1,40.56,1,produce
12313,12.0,-3.67,0.8,8,7.0,3345.83,28.52,0,beverages
12314,19.0,14.33,0.55,12,30.0,2113.16,30.42,1,beverages
12315,21.8,-2.0,0.42,6,30.0,1841.74,30.0,1,produce
12316,13.79,9.33,0.25,25,30.0,2911.18,19.85,1,dairy eggs
12317,18.2,-6.0,0.22,6,14.0,2206.04,66.01,0,pantry
12318,3.76,2.67,0.77,18,3.0,10664.84,166.97,0,beverages
12319,4.61,-2.33,0.56,78,4.0,8708.59,103.78,0,produce
12320,5.29,-2.0,0.44,8,9.0,7595.95,58.26,0,dairy eggs
12321,19.0,-1.67,0.16,6,30.0,2113.16,24.81,1,pantry
12322,25.8,-3.67,0.33,6,30.0,1556.2,39.49,1,frozen
12323,8.21,-10.67,0.58,15,2.0,4887.83,57.02,0,beverages
12324,15.32,0.33,0.47,20,30.0,2621.48,12.81,1,bakery
12325,6.53,-3.0,0.85,56,2.0,6151.11,244.9,0,produce
12327,12.71,-2.33,0.23,8,8.0,3157.87,54.72,0,produce
12328,10.5,0.0,0.36,5,3.0,3823.81,100.81,0,beverages
12329,6.66,8.0,0.56,42,3.0,6029.85,86.47,0,produce
12331,11.5,-7.0,0.4,7,8.0,3491.3,108.82,0,produce
12332,15.25,0.0,0.27,5,22.0,2632.79,132.84,0,deli
12334,8.31,-6.0,0.47,33,6.0,4830.08,150.69,0,produce
12336,15.5,5.33,0.53,9,30.0,2590.32,45.79,1,snacks
12337,24.67,-3.33,0.16,7,30.0,1627.7,26.42,1,beverages
12338,10.43,1.33,0.36,15,4.0,3850.0,57.17,0,produce
12339,7.08,-2.67,0.81,39,2.0,5671.75,188.73,0,snacks
12340,13.21,-7.0,0.61,15,12.0,3038.38,130.74,0,produce
12341,10.25,-0.67,0.62,13,9.0,3917.07,89.71,0,produce
12342,6.5,-2.0,0.13,7,9.0,6176.92,214.59,0,produce
12344,12.93,-2.67,0.54,16,5.0,3104.38,89.96,0,produce
12345,14.07,-9.0,0.35,15,17.0,2853.3,55.77,0,beverages
12346,9.78,-3.67,0.68,37,14.0,4106.25,43.64,0,produce
12347,7.0,1.33,0.56,39,26.0,5735.71,137.04,0,produce
12348,10.86,-7.33,0.45,8,10.0,3698.03,102.96,0,produce
12349,26.0,0.0,0.35,6,21.0,1544.23,43.29,0,dairy eggs
12354,23.25,0.0,0.41,5,20.0,1726.88,29.04,0,snacks
12355,11.29,-5.0,0.72,18,7.0,3554.95,63.74,0,dairy eggs
12356,10.41,-4.0,0.75,35,6.0,3856.21,36.81,0,produce
12357,9.31,0.33,0.76,14,30.0,4313.64,87.53,1,beverages
12358,19.0,-1.33,0.71,7,2.0,2113.16,43.22,0,dairy eggs
12359,6.3,-2.0,0.69,58,3.0,6374.79,253.79,0,produce
12360,16.5,15.0,0.63,9,13.0,2433.33,61.45,0,frozen
12361,12.67,-3.67,0.62,7,7.0,3169.74,51.46,0,dairy eggs
12363,26.22,6.0,0.42,10,20.0,1531.14,58.81,0,snacks
12364,18.57,-7.0,0.11,8,5.0,2161.92,5.53,0,canned goods
12365,11.38,-2.0,0.41,14,12.0,3526.69,120.23,0,dairy eggs
12366,20.75,-16.67,0.42,13,4.0,1934.94,14.55,0,produce
12367,10.71,-10.33,0.26,8,20.0,3747.33,45.78,0,frozen
12368,11.86,-0.67,0.68,30,7.0,3384.74,64.87,0,produce
12369,14.86,-7.33,0.31,8,14.0,2702.4,59.88,0,snacks
12370,5.86,2.33,0.77,43,1.0,6854.88,227.53,0,beverages
12371,7.75,-8.33,0.67,45,4.0,5180.65,149.4,0,dairy eggs
12373,11.16,0.0,0.68,26,26.0,3597.67,70.44,0,produce
12374,26.2,0.0,0.38,6,30.0,1532.44,70.82,1,produce
12375,11.16,2.33,0.51,26,11.0,3597.67,101.26,0,produce
12377,18.05,-5.0,0.72,21,28.0,2224.38,55.13,0,beverages
12378,9.82,-2.67,0.73,35,16.0,4087.13,131.11,0,snacks
12379,21.17,0.0,0.27,7,30.0,1896.85,18.48,1,frozen
12380,16.42,6.67,0.35,13,22.0,2445.69,56.87,0,produce
12381,13.77,-1.33,0.77,23,8.0,2915.18,29.96,0,produce
12382,10.25,5.33,0.82,29,30.0,3917.07,44.82,1,produce
12383,9.5,1.67,0.61,7,23.0,4226.32,45.28,0,produce
12384,28.75,0.0,0.02,5,30.0,1396.52,27.3,1,pantry
12385,4.25,-3.33,0.65,13,6.0,9447.06,495.48,0,beverages
12386,6.96,-0.33,0.66,46,8.0,5772.36,139.46,0,produce
12387,14.09,1.67,0.59,12,30.0,2849.35,11.87,1,frozen
12390,27.2,-1.0,0.29,6,30.0,1476.1,28.52,1,dairy eggs
12391,20.5,1.33,0.42,9,28.0,1958.54,33.14,0,produce
12392,14.27,-1.33,0.56,12,6.0,2813.06,75.65,0,bakery
12394,14.58,-18.0,0.52,13,3.0,2753.14,95.78,0,beverages
12395,3.57,-4.0,0.51,47,4.0,11261.59,212.92,0,beverages
12396,24.2,0.67,0.11,6,30.0,1659.09,11.31,1,produce
12398,16.08,6.33,0.25,13,30.0,2496.37,27.93,1,pantry
12399,15.83,-1.33,0.82,24,14.0,2536.95,24.99,0,dairy eggs
12400,6.65,-7.67,0.83,55,3.0,6039.28,48.66,0,produce
12401,7.92,1.33,0.49,13,8.0,5071.58,114.38,0,produce
12402,19.5,-15.33,0.36,7,13.0,2058.97,46.13,0,snacks
12403,11.0,0.0,0.57,5,15.0,3650.0,165.91,0,snacks
12404,22.75,0.0,0.12,5,1.0,1764.84,55.35,0,dairy eggs
12405,21.2,-6.0,0.24,6,13.0,1893.87,60.98,0,snacks
12406,5.13,-6.33,0.73,71,1.0,7828.69,50.62,0,snacks
12407,7.87,-6.33,0.88,46,6.0,5103.81,34.8,0,snacks
12409,21.14,1.0,0.35,8,17.0,1898.99,26.43,0,beverages
12410,11.69,-3.0,0.44,14,10.0,3433.88,145.49,0,produce
12411,15.05,-9.67,0.59,23,3.0,2668.58,22.41,0,household
12413,20.43,-13.67,0.39,8,6.0,1965.38,37.41,0,deli
12414,10.74,5.67,0.32,32,4.0,3737.69,65.83,0,dairy eggs
12415,22.8,-6.67,0.18,6,14.0,1760.96,34.02,0,household
12416,5.81,-3.67,0.78,60,2.0,6906.27,456.76,0,dairy eggs
12417,18.92,5.33,0.67,14,30.0,2121.75,43.05,1,produce
12418,23.67,-2.33,0.35,7,30.0,1696.48,14.32,1,produce
12419,16.0,-12.33,0.67,13,10.0,2509.38,66.68,0,dairy eggs
12420,14.65,-9.0,0.69,18,12.0,2741.16,110.41,0,produce
12421,25.6,3.67,0.5,6,30.0,1568.36,32.08,1,produce
12422,12.68,9.67,0.55,26,15.0,3166.4,133.41,0,dairy eggs
12423,4.8,-1.33,0.35,6,6.0,8364.58,335.85,0,beverages
12424,5.65,1.67,0.88,47,4.0,7103.46,128.12,0,produce
12425,13.71,-2.0,0.3,8,6.0,2927.6,41.59,0,produce
12426,16.57,3.0,0.71,22,11.0,2422.84,45.55,0,dairy eggs
12427,30.0,0.0,0.29,5,30.0,1338.33,29.81,1,produce
12428,9.72,5.0,0.78,30,25.0,4128.9,153.9,0,dairy eggs
12429,4.3,6.0,0.46,11,0.0,9337.21,397.41,0,dairy eggs
12430,3.58,1.33,0.83,99,1.0,11209.97,221.83,0,produce
12431,18.65,3.33,0.51,18,26.0,2153.15,38.88,0,dairy eggs
12432,20.89,1.67,0.65,10,13.0,1922.07,77.76,0,produce
12433,12.28,-0.33,0.65,30,8.0,3270.65,104.07,0,produce
12434,25.11,1.33,0.26,10,21.0,1598.89,11.26,0,pantry
12435,6.62,4.33,0.72,56,8.0,6066.62,177.52,0,beverages
12436,14.62,-9.33,0.54,22,7.0,2746.42,34.33,0,pantry
12438,22.0,-5.33,0.49,9,12.0,1825.0,74.66,0,produce
12439,7.7,9.67,0.35,11,3.0,5214.29,151.9,0,produce
12440,24.25,0.0,0.14,5,22.0,1655.67,15.8,0,produce
12441,10.4,-14.33,0.65,31,6.0,3860.58,25.76,0,beverages
12442,10.5,2.33,0.69,35,9.0,3823.81,108.01,0,produce
12443,26.75,0.0,0.21,5,30.0,1500.93,12.96,1,dairy eggs
12444,12.21,2.33,0.68,20,4.0,3288.15,79.59,0,dairy eggs
12445,7.53,-8.33,0.32,20,2.0,5334.62,67.29,0,dairy eggs
12446,12.0,5.67,0.73,31,10.0,3345.83,53.23,0,produce
12448,6.1,5.0,0.69,59,6.0,6578.25,105.16,0,produce
12449,8.97,2.0,0.43,34,13.0,4476.18,53.26,0,personal care
12450,16.75,-1.67,0.26,13,26.0,2397.01,44.84,0,alcohol
12451,7.67,0.67,0.24,10,23.0,5236.96,104.74,0,beverages
12452,30.0,0.0,0.12,6,30.0,1338.33,4.06,1,beverages
12453,18.0,0.0,0.31,5,6.0,2230.56,138.9,0,produce
12455,14.25,-11.33,0.33,9,11.0,2817.54,19.21,0,produce
12456,20.5,-15.67,0.44,7,20.0,1958.54,11.45,0,beverages
12457,19.08,10.67,0.41,14,12.0,2104.64,39.63,0,produce
12458,21.12,-11.33,0.54,9,21.0,1900.59,69.59,0,produce
12459,11.0,1.67,0.53,9,13.0,3650.0,83.88,0,dairy eggs
12460,13.67,-17.33,0.4,7,9.0,2937.8,47.69,0,beverages
12461,13.94,-2.33,0.47,17,7.0,2880.72,35.43,0,frozen
12462,14.56,3.67,0.17,10,29.0,2758.4,33.85,0,produce
12463,14.5,-7.67,0.3,11,5.0,2768.97,131.58,0,produce
12464,13.88,-4.67,0.55,9,30.0,2893.69,22.65,1,dairy eggs
12465,8.17,2.0,0.48,7,8.0,4916.33,33.52,0,produce
12466,30.0,0.0,0.39,5,30.0,1338.33,17.03,1,produce
12467,23.5,-8.0,0.17,7,23.0,1708.51,54.92,0,beverages
12468,15.33,-6.0,0.49,10,19.0,2618.48,64.87,0,produce
12469,6.25,-11.0,0.8,58,4.0,6428.51,172.3,0,frozen
12470,4.45,5.67,0.87,72,30.0,9021.04,93.4,1,snacks
12472,27.75,0.0,0.46,5,30.0,1446.85,54.59,1,produce
12473,3.58,2.67,0.85,100,3.0,11228.39,99.27,0,produce
12474,13.29,11.67,0.35,8,30.0,3022.04,63.53,1,produce
12475,6.06,-11.0,0.66,49,4.0,6622.68,163.72,0,dairy eggs
12476,8.17,2.67,0.35,7,6.0,4916.33,118.12,0,produce
12477,12.9,-14.67,0.5,11,7.0,3112.4,134.4,0,produce
12478,21.2,2.0,0.35,6,23.0,1893.87,30.85,0,dairy eggs
12479,12.27,4.67,0.41,12,13.0,3271.48,106.57,0,snacks
12480,6.83,-7.33,0.57,54,10.0,5878.31,96.49,0,dairy eggs
12481,16.25,0.33,0.59,13,13.0,2470.77,14.69,0,snacks
12483,9.24,1.33,0.6,38,10.0,4343.71,92.49,0,dairy eggs
12484,11.8,3.67,0.71,31,14.0,3402.54,79.08,0,produce
12485,13.65,-17.33,0.37,21,14.0,2941.39,16.55,0,produce
12486,4.31,0.33,0.94,85,0.0,9316.57,33.63,0,beverages
12487,5.12,-1.33,0.69,70,0.0,7848.02,171.23,0,snacks
12489,14.67,13.33,0.46,7,8.0,2737.5,75.55,0,dairy eggs
12490,5.19,-11.0,0.76,58,6.0,7731.59,101.8,0,dairy eggs
12491,18.31,-0.67,0.42,14,21.0,2193.07,29.91,0,produce
12492,9.8,-2.0,0.3,11,29.0,4096.94,92.27,0,frozen
12493,22.71,-2.33,0.33,8,30.0,1767.61,47.71,1,produce
12494,18.25,0.0,0.17,5,30.0,2200.0,12.0,1,produce
12495,23.25,0.0,0.25,5,27.0,1726.88,46.31,0,produce
12496,20.67,5.0,0.5,10,30.0,1942.74,58.28,1,produce
12498,18.86,0.33,0.3,8,9.0,2129.17,53.83,0,dairy eggs
12499,22.6,11.0,0.47,11,30.0,1776.55,47.72,1,produce
12501,20.4,8.67,0.22,6,30.0,1968.14,41.0,1,dairy eggs
12502,13.83,-1.67,0.65,7,15.0,2902.41,34.87,0,produce
12503,23.5,0.0,0.31,5,26.0,1708.51,55.14,0,produce
12504,17.17,5.67,0.44,7,30.0,2338.83,89.6,1,dairy eggs
12505,5.26,-1.67,0.77,20,9.0,7628.5,40.74,0,alcohol
12506,8.91,7.33,0.51,24,29.0,4504.63,173.62,0,beverages
12507,9.08,8.33,0.78,40,14.0,4423.31,58.56,0,deli
12508,14.71,16.33,0.27,8,30.0,2728.64,122.48,1,frozen
12509,11.64,5.0,0.54,26,7.0,3449.31,98.29,0,snacks
12510,19.71,8.0,0.46,8,30.0,2036.59,79.84,1,produce
12511,14.0,17.67,0.58,12,4.0,2867.86,162.4,0,produce
12512,10.0,-7.33,0.57,36,25.0,4015.0,41.06,0,beverages
12513,15.8,-6.0,0.37,6,25.0,2541.14,114.54,0,frozen
12514,6.28,0.33,0.77,58,4.0,6392.6,221.94,0,dairy eggs
12515,19.2,7.67,0.2,6,30.0,2091.15,52.28,1,dairy eggs
12516,19.33,-10.67,0.25,7,30.0,2076.72,18.88,1,alcohol
12517,26.5,0.0,0.25,5,20.0,1515.09,36.5,0,produce
12518,10.9,-1.67,0.43,11,25.0,3683.49,51.75,0,dairy eggs
12520,6.9,0.67,0.73,52,7.0,5817.19,190.69,0,produce
12522,26.43,-7.0,0.14,8,30.0,1519.19,12.52,1,dairy eggs
12523,24.5,-5.0,0.42,9,9.0,1638.78,52.97,0,beverages
12524,8.5,0.0,0.29,5,7.0,4723.53,103.06,0,produce
12525,15.73,12.67,0.62,23,11.0,2552.89,168.51,0,dairy eggs
12526,15.5,10.0,0.53,7,20.0,2590.32,12.62,0,produce
12527,12.0,0.33,0.53,6,28.0,3345.83,21.55,0,beverages
12528,10.27,-10.67,0.7,27,8.0,3909.74,244.52,0,produce
12530,12.65,8.0,0.5,21,7.0,3173.91,30.23,0,household
12531,30.0,0.0,0.29,6,30.0,1338.33,34.47,1,produce
12533,14.0,0.0,0.13,5,11.0,2867.86,59.96,0,produce
12534,22.8,1.0,0.55,11,30.0,1760.96,31.29,1,produce
12536,20.07,-5.67,0.52,16,25.0,2000.83,66.79,0,frozen
12537,13.81,13.33,0.47,27,28.0,2907.8,43.08,0,beverages
12538,9.97,-0.33,0.83,37,7.0,4026.18,83.1,0,produce
12539,18.86,-8.33,0.26,8,9.0,2129.17,62.3,0,produce
12540,30.0,0.0,0.5,5,30.0,1338.33,82.12,1,produce
12541,11.12,2.33,0.5,17,30.0,3608.99,68.03,1,produce
12542,21.0,0.0,0.43,5,17.0,1911.9,32.15,0,produce
12543,13.0,0.0,0.39,5,16.0,3088.46,92.65,0,produce
12544,8.75,1.33,0.65,41,20.0,4588.57,64.61,0,produce
12545,11.96,8.33,0.42,26,20.0,3357.02,23.18,0,beverages
12546,25.0,-5.33,0.22,6,29.0,1606.0,35.28,0,dairy eggs
12547,17.2,7.33,0.56,6,27.0,2334.3,15.92,0,produce
12548,7.2,-7.33,0.48,46,2.0,5576.39,136.1,0,produce
12549,5.72,7.67,0.65,61,6.0,7023.32,165.12,0,produce
12551,13.2,-0.33,0.41,6,30.0,3041.67,25.35,1,alcohol
12552,16.89,8.67,0.41,19,10.0,2377.3,55.45,0,produce
12553,29.14,1.33,0.35,8,28.0,1377.7,6.65,0,produce
12555,19.5,-14.33,0.38,9,30.0,2058.97,65.51,1,produce
12556,16.25,0.0,0.21,5,7.0,2470.77,59.52,0,produce
12558,12.82,-4.0,0.27,12,7.0,3132.27,58.73,0,dairy eggs
12559,15.94,2.0,0.37,17,14.0,2519.22,51.19,0,dairy eggs
12560,19.91,-4.67,0.26,12,7.0,2016.67,29.79,0,beverages
12562,19.36,-9.67,0.55,15,20.0,2074.17,24.2,0,snacks
12564,5.98,-1.67,0.68,61,2.0,6710.31,195.51,0,produce
12565,17.94,-4.0,0.46,17,11.0,2238.33,43.69,0,produce
12566,12.5,-9.67,0.39,19,8.0,3212.0,72.62,0,dairy eggs
12567,17.25,0.0,0.42,5,30.0,2327.54,121.67,1,frozen
12568,13.17,1.0,0.56,13,4.0,3049.37,54.91,0,beverages
12569,15.08,7.0,0.53,13,30.0,2661.88,105.64,1,produce
12570,10.63,-5.33,0.69,20,9.0,3776.49,52.36,0,produce
12572,11.62,2.67,0.22,9,11.0,3453.76,35.76,0,frozen
12573,13.52,-0.33,0.7,26,15.0,2969.67,64.64,0,produce
12576,13.62,5.33,0.37,14,11.0,2948.87,64.15,0,produce
12578,28.14,-3.0,0.28,8,30.0,1426.65,16.21,1,snacks
12580,17.33,11.0,0.09,7,30.0,2316.35,60.16,1,dairy eggs
12581,7.5,6.0,0.39,13,4.0,5353.33,195.6,0,produce
12584,12.9,13.0,0.44,11,10.0,3112.4,37.94,0,produce
12585,8.79,7.67,0.51,35,2.0,4565.55,99.32,0,produce
12586,7.8,-9.0,0.67,47,5.0,5144.57,170.91,0,dairy eggs
12587,3.29,0.0,0.69,100,6.0,12192.79,271.29,0,produce
12588,29.25,0.0,0.15,5,30.0,1372.65,16.85,1,household
12589,9.33,1.0,0.15,7,13.0,4301.79,104.75,0,dairy eggs
12590,15.09,0.33,0.32,23,10.0,2660.54,38.91,0,produce
12591,17.12,-12.33,0.45,17,13.0,2344.53,46.39,0,snacks
12592,17.93,-11.0,0.31,15,30.0,2239.44,37.66,1,dairy eggs
12593,4.25,0.0,0.56,5,6.0,9447.06,107.35,0,beverages
12594,13.11,-11.33,0.57,10,5.0,3062.29,65.42,0,produce
12595,20.2,-0.33,0.04,6,30.0,1987.62,18.07,1,dairy eggs
12596,21.0,2.0,0.05,7,30.0,1911.9,24.21,1,pantry
12597,11.92,21.33,0.52,13,25.0,3369.23,84.23,0,dairy eggs
12598,16.25,0.0,0.27,5,30.0,2470.77,105.57,1,deli
12599,13.27,13.67,0.57,16,30.0,3026.38,57.6,1,produce
12600,7.33,4.67,0.71,19,0.0,5475.0,29.47,0,beverages
12601,24.33,-7.67,0.47,7,30.0,1650.0,63.21,1,produce
12602,9.15,-5.0,0.93,40,7.0,4386.13,84.23,0,produce
12603,15.75,0.0,0.14,5,7.0,2549.21,42.87,0,breakfast
12604,15.45,7.33,0.45,12,8.0,2597.94,139.74,0,beverages
12605,10.22,-6.0,0.32,10,4.0,3927.72,44.63,0,produce
12607,24.67,2.33,0.4,7,5.0,1627.7,35.94,0,dairy eggs
12608,10.67,-10.67,0.49,10,5.0,3764.06,48.76,0,pantry
12609,30.0,0.0,0.3,6,30.0,1338.33,5.07,1,dairy eggs
12611,12.18,-10.67,0.59,12,30.0,3295.9,53.06,1,dairy eggs
12612,20.8,-5.67,0.35,6,15.0,1930.29,85.55,0,snacks
12614,4.67,1.67,0.25,10,3.0,8603.57,99.72,0,produce
12615,18.25,0.0,0.26,5,30.0,2200.0,47.0,1,deli
12616,14.44,18.67,0.56,17,8.0,2780.95,89.6,0,produce
12617,11.55,-6.0,0.42,12,15.0,3477.56,70.47,0,snacks
12618,22.82,-4.33,0.47,12,17.0,1759.56,5.0,0,produce
12619,21.88,6.33,0.4,9,30.0,1835.43,11.59,1,bakery
12620,25.4,-8.0,0.59,11,30.0,1580.71,11.1,1,snacks
12621,26.4,7.67,0.48,11,30.0,1520.83,39.59,1,frozen
12622,22.44,-2.67,0.61,10,30.0,1788.86,61.8,1,dairy eggs
12623,9.81,-5.0,0.75,38,7.0,4092.42,213.19,0,beverages
12624,6.67,2.0,0.41,7,0.0,6022.5,76.26,0,dairy eggs
12626,13.41,-8.33,0.66,23,21.0,2994.24,35.21,0,beverages
12627,5.75,0.0,0.29,5,7.0,6982.61,317.39,0,produce
12628,12.93,4.33,0.55,28,3.0,3106.16,57.48,0,dairy eggs
12629,20.0,2.67,0.57,9,30.0,2007.5,15.21,1,beverages
12630,1.67,-1.0,0.08,7,0.0,24090.0,508.39,0,produce
12631,20.75,0.0,0.23,5,30.0,1934.94,65.08,1,frozen
12632,15.75,0.0,0.57,5,27.0,2549.21,79.95,0,bakery
12633,25.2,-3.0,0.26,6,30.0,1593.25,53.71,1,produce
12635,11.4,-1.67,0.13,6,15.0,3521.93,50.69,0,produce
12636,29.4,1.0,0.4,6,30.0,1365.65,36.21,1,dairy eggs
12637,5.92,0.67,0.67,60,3.0,6787.54,168.92,0,beverages
12638,3.29,-3.0,0.45,18,10.0,12188.39,261.62,0,produce
12639,15.57,5.33,0.73,24,18.0,2579.47,75.97,0,beverages
12640,13.86,-3.0,0.74,22,14.0,2897.42,33.22,0,produce
12641,3.44,3.67,0.74,99,2.0,11675.67,394.28,0,produce
12643,6.96,1.0,0.86,53,6.0,5767.4,286.89,0,produce
12644,16.17,3.33,0.8,19,30.0,2483.51,75.46,1,dairy eggs
12645,3.5,-1.0,0.43,15,4.0,11471.43,490.14,0,beverages
12646,15.43,-7.67,0.23,8,7.0,2602.31,16.26,0,beverages
12647,7.78,4.0,0.55,10,2.0,5162.14,158.38,0,produce
12650,17.0,-2.33,0.27,16,6.0,2361.76,42.61,0,dairy eggs
12651,26.82,-4.33,0.68,12,30.0,1497.12,13.33,1,beverages
12652,19.71,12.67,0.65,15,11.0,2036.59,93.19,0,produce
12653,22.5,0.0,0.1,5,30.0,1784.44,32.44,1,produce
12654,17.0,0.0,0.21,5,10.0,2361.76,31.13,0,international
12655,18.83,6.67,0.37,7,18.0,2131.86,56.76,0,produce
12656,6.0,3.0,0.58,23,11.0,6691.67,288.3,0,dairy eggs
12657,8.35,4.33,0.82,44,4.0,4809.05,78.49,0,produce
12658,11.57,-4.67,0.26,8,3.0,3469.75,30.56,0,breakfast
12659,16.24,7.0,0.32,18,28.0,2473.01,48.4,0,frozen
12660,16.4,1.67,0.58,6,30.0,2448.17,59.35,1,dry goods pasta
12661,13.88,15.0,0.53,26,30.0,2892.65,52.59,1,produce
12662,7.23,4.0,0.8,48,30.0,5550.15,52.56,1,dairy eggs
12664,6.16,3.0,0.74,58,7.0,6520.09,146.4,0,produce
12665,16.38,-4.67,0.55,22,16.0,2451.02,72.67,0,produce
12666,10.48,-1.0,0.79,34,7.0,3829.34,238.82,0,produce
12667,10.0,6.67,0.72,23,8.0,4015.0,157.51,0,produce
12669,9.26,8.67,0.75,32,30.0,4336.76,91.17,1,produce
12670,4.02,1.33,0.81,65,6.0,9998.44,357.64,0,produce
12671,7.74,8.0,0.7,20,4.0,5189.46,303.7,0,beverages
12672,12.4,-4.67,0.66,26,8.0,3237.9,113.5,0,dairy eggs
12673,12.07,-13.0,0.62,28,1.0,3325.31,49.12,0,produce
12674,8.67,5.0,0.84,31,8.0,4632.69,74.38,0,produce
12676,30.0,0.0,0.34,6,30.0,1338.33,28.39,1,beverages
12677,12.37,7.67,0.66,28,5.0,3245.66,65.86,0,produce
12678,21.0,2.0,0.71,6,16.0,1911.9,29.69,0,dairy eggs
12679,14.17,-3.67,0.68,7,22.0,2834.12,46.01,0,produce
12681,19.25,0.0,0.23,5,6.0,2085.71,20.86,0,dairy eggs
12682,19.75,0.0,0.12,5,12.0,2032.91,47.13,0,dairy eggs
12683,12.0,-8.0,0.26,7,16.0,3345.83,63.01,0,produce
12684,22.42,-1.67,0.59,13,26.0,1791.08,30.69,0,beverages
12686,4.77,-5.0,0.43,14,6.0,8418.55,151.7,0,personal care
12687,15.07,7.67,0.48,15,30.0,2663.98,57.72,1,produce
12689,22.12,-13.0,0.43,9,15.0,1814.69,61.86,0,produce
12691,12.25,0.0,0.35,5,8.0,3277.55,105.78,0,produce
12692,24.71,5.0,0.45,8,30.0,1624.57,40.61,1,produce
12693,11.28,-5.0,0.73,26,7.0,3559.4,94.9,0,produce
12696,14.55,9.67,0.48,21,9.0,2759.45,35.24,0,produce
12697,13.21,-2.33,0.39,15,30.0,3038.38,69.05,1,produce
12699,16.22,8.0,0.64,19,16.0,2475.0,77.86,0,beverages
12700,24.5,-8.0,0.26,7,30.0,1638.78,40.44,1,dairy eggs
12701,23.5,0.0,0.35,5,30.0,1708.51,40.38,1,frozen
12702,8.68,10.33,0.85,32,21.0,4626.95,116.66,0,produce
12703,22.55,2.67,0.38,12,8.0,1780.85,9.78,0,beverages
12704,19.0,7.33,0.39,6,19.0,2113.16,56.83,0,produce
12705,16.25,0.0,0.37,5,7.0,2470.77,79.74,0,produce
