user_id,clv_12m,clv_tier,trajectory_type
49216,4080.112913045884,High,C
49217,3297.4955499441157,High,C
49218,1448.2519422863484,Low,C
49219,5795.974894255695,High,C
49221,946.9200908225297,At-Risk,C
49224,6233.383356070941,High,C
49228,3080.5626598465474,Medium,C
49230,1723.6928104575165,Low,C
49231,1970.6821480406381,Medium,C
49233,3163.371658069851,Medium,C
49237,6420.900255049287,High,C
49238,1866.1267605633798,Low,C
49240,6578.620633098244,High,C
49241,793.6191588785047,At-Risk,C
49244,951.7559262510974,At-Risk,B
49246,2885.1781092074443,Medium,C
49247,1678.5869505794888,Low,C
49249,4527.731016381573,High,C
49250,1340.2757619738748,Low,C
49251,3209.6334499907903,High,C
49253,1909.8837209302326,Medium,C
49256,1488.3189655172412,Low,C
49258,2260.991986138185,Medium,C
49260,1502.0906690140846,Low,C
49263,3242.5904761904762,High,C
49264,1200.44168860953,At-Risk,C
49266,1384.823848238483,Low,C
49268,1632.264621639102,Low,B
49272,2505.917159763314,Medium,C
49275,653.001674240612,At-Risk,C
49276,3951.2691930160054,High,C
49282,2370.27940513745,Medium,C
49284,1444.89428699955,Low,D
49286,2092.183622828784,Medium,C
49287,1620.1765447667085,Low,C
49288,2640.3488251195677,Medium,C
49290,949.1102501805765,At-Risk,C
49291,2400.112365863251,Medium,C
49292,4542.613636363636,High,C
49293,1496.1472873113116,Low,C
49295,1687.1170443519918,Low,C
49296,4190.147770797254,High,C
49297,551.6427718040621,At-Risk,C
49298,2559.8481973434527,Medium,C
49299,6180.248771329173,High,C
49303,1401.136026136026,Low,B
49304,1003.0427262827493,At-Risk,C
49307,4482.473041248775,High,C
49309,1483.6934206667315,Low,C
49310,1313.9880903825758,Low,D
49311,4363.955807932211,High,D
49312,1166.503267973856,At-Risk,C
49313,1479.6195652173915,Low,C
49314,1539.9048364505234,Low,D
49315,4544.425580079229,High,C
49316,1384.9821887541148,Low,C
49318,4528.600223964166,High,C
49319,1077.3431594860167,At-Risk,C
49320,2130.68203317147,Medium,C
49324,601.4981273408238,At-Risk,C
49325,7075.877192982455,High,C
49327,3172.3456790123464,High,C
49330,2077.0355375618533,Medium,C
49331,403.4596612115992,At-Risk,C
49332,2810.2941756378405,Medium,C
49333,1013.036164844407,At-Risk,C
49334,1095.432977461447,At-Risk,C
49335,1802.9261904761909,Low,C
49336,3333.5212538053897,High,C
49337,1740.7105149065314,Low,D
49339,2393.2264619552952,Medium,C
49341,2129.5492662473794,Medium,C
49342,1774.6713917525772,Low,C
49343,648.0864358240041,At-Risk,C
49344,1283.9908629008157,Low,C
49345,3689.640768588137,High,C
49346,4342.4911991611125,High,C
49347,620.2949438202245,At-Risk,C
49351,2109.2002996535257,Medium,C
49352,3228.0829756795415,High,C
49355,2545.6618464961066,Medium,C
49356,2045.4479095874551,Medium,D
49357,1357.3843416370105,Low,C
49359,1007.3476702508959,At-Risk,C
49364,913.114892183288,At-Risk,A
49365,2077.3475235366354,Medium,C
49366,761.6252243014611,At-Risk,C
49367,1756.2876506024097,Low,C
49368,4523.921484037964,High,C
49370,1346.2989353675916,Low,C
49371,2832.286821705426,Medium,C
49372,2181.7358490566044,Medium,C
49373,4436.8539572691825,High,C
49375,1428.1859358877948,Low,C
49377,1340.3826522474242,Low,D
49379,2068.9909909909907,Medium,C
49381,1796.484375,Low,C
49382,1845.7386363636365,Low,D
49386,933.7209302325583,At-Risk,C
49393,1607.098017278886,Low,C
49394,1211.0357484838814,At-Risk,C
49395,967.0516304347824,At-Risk,C
49396,783.2164293690676,At-Risk,C
49397,847.5611706380938,At-Risk,A
49398,1050.6239935587762,At-Risk,C
49399,728.3217333795233,At-Risk,C
49402,858.6734693877552,At-Risk,A
49406,9298.198351482157,High,C
49408,3392.104601458386,High,C
49410,2416.4994811483916,Medium,C
49413,7450.520322817315,High,C
49417,5388.477204966336,High,C
49418,2194.5341614906833,Medium,C
49420,10285.087479140591,High,C
49427,1967.9888694893061,Medium,C
49431,1509.3984962406014,Low,C
49435,3775.4068716094034,High,C
49436,2807.1260504201687,Medium,C
49440,766.7534722222223,At-Risk,C
49441,2212.6906941266216,Medium,C
49444,1957.9181112096537,Medium,C
49445,3532.9046512221908,High,C
49446,1576.7951284617948,Low,C
49451,6017.775300383996,High,C
49452,1877.0453482935952,Low,C
49455,1544.142259414226,Low,C
49456,1186.1376763564056,At-Risk,C
49457,2595.770590314599,Medium,C
49458,3384.052817344431,High,C
49460,3848.7454673061175,High,C
49463,5255.640255640256,High,C
49464,1583.826429980276,Low,D
49465,1955.7331353050065,Medium,C
49466,1380.0115340253747,Low,D
49467,916.8759990865492,At-Risk,C
49468,1986.2790697674418,Medium,C
49469,1818.8060860561434,Low,C
49471,1335.6350806451612,Low,C
49475,1613.602941176471,Low,C
49477,3836.5555555555557,High,C
49478,5466.565986664026,High,D
49480,1390.7270431174454,Low,D
49481,4752.791461412151,High,C
49482,858.4703947368421,At-Risk,A
49484,2410.278177821572,Medium,D
49486,3460.589060308556,High,C
49490,1493.5024154589373,Low,C
49491,929.7547273225541,At-Risk,C
49492,1110.6677265500794,At-Risk,C
49493,1436.1815932872,Low,B
49494,1270.1681764552966,Low,C
49495,761.2213403880069,At-Risk,C
49496,1210.3718267108165,At-Risk,B
49499,1362.4700620401095,Low,C
49500,3188.1675760582016,High,C
49501,7765.803281228034,High,C
49502,2776.343599229088,Medium,C
49503,4048.761123680241,High,C
49504,2592.208737864077,Medium,C
49506,1321.9108939145324,Low,C
49507,1660.75,Low,C
49508,1553.2930051453206,Low,C
49509,1549.6855345911947,Low,C
49510,5148.625922887613,High,C
49514,526.7492711370261,At-Risk,C
49515,2950.2111486486488,Medium,C
49516,1480.852435761034,Low,C
49518,1269.4468353704021,Low,C
49521,3301.84493859222,High,D
49522,5005.173244395034,High,C
49523,1054.906616017727,At-Risk,C
49524,2085.365795440983,Medium,C
49526,6590.137931034483,High,C
49530,3823.5664335664333,High,C
49531,1531.2215391621125,Low,C
49532,1527.4456521739128,Low,C
49533,2054.770051508462,Medium,C
49536,4449.004975124378,High,C
49537,1933.7819672131147,Medium,C
49540,1586.542404473439,Low,C
49543,3214.5015576323985,High,D
49544,2132.4428627916172,Medium,C
49545,5465.1065913837465,High,C
49546,5580.392678278598,High,C
49549,3544.8668970953854,High,C
49550,1607.4329828917257,Low,D
49551,6220.015968842693,High,C
49553,2672.5118699780865,Medium,C
49554,3430.8229505381883,High,D
49555,1095.449744763246,At-Risk,C
49557,953.4693877551019,At-Risk,C
49559,976.4694779982741,At-Risk,C
49560,1179.6692007396753,At-Risk,C
49561,1157.8942074703973,At-Risk,C
49563,1356.3950521703937,Low,C
49564,3701.3914943618706,High,C
49566,2702.5919834307992,Medium,C
49568,3905.7870876119728,High,C
49569,3773.496240601504,High,C
49574,3851.2222222222217,High,C
49575,2226.063901194791,Medium,C
49576,1576.9144144144145,Low,C
49578,1007.1740577419088,At-Risk,C
49580,1172.0434131736527,At-Risk,C
49591,3800.0,High,C
49596,949.4932432432431,At-Risk,C
49597,955.4927884615385,At-Risk,C
49598,727.3550724637682,At-Risk,A
49599,2887.1727350990027,Medium,C
49600,3373.686264308012,High,D
49601,1424.6774193548385,Low,C
49602,3053.872583733312,Medium,C
49605,7334.515366430262,High,C
49606,2240.0321687069973,Medium,C
49608,2652.4627659574467,Medium,C
49610,2464.8347174727246,Medium,C
49611,957.7421815408087,At-Risk,C
49613,1395.2260458839403,Low,C
49614,531.27986473572,At-Risk,C
49616,1227.268326417704,Low,D
49617,1827.461924229474,Low,C
49618,895.8417849898582,At-Risk,A
49619,4332.395026976306,High,C
49624,2072.6685555128697,Medium,C
49625,926.0347907121221,At-Risk,C
49626,2098.0296859254286,Medium,D
49630,1223.2566012186865,Low,C
49631,1204.5000000000002,At-Risk,D
49632,2018.9773908523907,Medium,D
49636,880.4239484351116,At-Risk,C
49637,4456.329464813719,High,C
49639,1650.7788220551377,Low,C
49642,6486.204225352112,High,C
49643,4371.96825507258,High,C
49646,2813.9500537056924,Medium,D
49647,2202.448122374773,Medium,B
49648,1692.7144970414201,Low,C
49649,1251.9892473118277,Low,C
49650,1696.2004332983201,Low,C
49651,2203.0178326474625,Medium,C
49655,774.4984567901237,At-Risk,B
49656,4149.123293192926,High,C
49658,1444.4876919840099,Low,C
49659,805.8139534883721,At-Risk,C
49660,1349.5205462258705,Low,C
49662,2540.3799179453126,Medium,C
49663,4440.20618556701,High,C
49664,865.0880933677477,At-Risk,A
49672,1028.8032646863433,At-Risk,C
49673,3604.199858343316,High,D
49675,2233.5944595821975,Medium,D
49676,2278.508867173362,Medium,D
49680,315.84329767149137,At-Risk,C
49683,2612.05051886413,Medium,B
49684,842.3523178807948,At-Risk,C
49686,1846.113035148478,Low,C
49687,1395.2406647960283,Low,C
49688,926.8126664693693,At-Risk,C
49689,4812.75,High,C
49692,1384.4827586206898,Low,C
49693,293.03928635790226,At-Risk,C
49694,2222.068488412314,Medium,C
49695,5902.931034482758,High,C
49697,1706.2359046816835,Low,C
49698,757.9471947194717,At-Risk,C
49701,7547.14691943128,High,C
49702,2780.0734897518873,Medium,C
49704,977.1017699115043,At-Risk,C
49706,276.7230576441102,At-Risk,B
49708,1787.9258626996707,Low,C
49711,705.4407507237695,At-Risk,C
49713,3104.7125359330084,Medium,C
49717,2430.881390381701,Medium,C
49723,4450.099220754078,High,C
49725,4146.423241468511,High,C
49726,1458.3574413371905,Low,C
49728,1299.6937882764653,Low,C
49729,1092.652152399802,At-Risk,B
49730,1583.001673795797,Low,C
49731,3932.3062330623306,High,C
49732,1211.2579747522736,At-Risk,C
49734,1352.8036208197136,Low,C
49736,1808.0531540185718,Low,C
49738,678.5915492957745,At-Risk,C
49744,3119.6810893526426,Medium,C
49747,5371.961503495408,High,C
49749,1778.2051282051282,Low,C
49750,337.6806938644395,At-Risk,C
49751,779.9049662783567,At-Risk,C
49752,1761.180981595092,Low,D
49753,7324.846288976723,High,C
49757,2063.9275766016713,Medium,C
49758,545.9799422063571,At-Risk,C
49759,1935.0137698898404,Medium,C
49761,1232.7814569536422,Low,C
49763,4403.952732308848,High,C
49767,15230.617447129907,High,C
49768,2386.5384615384614,Medium,C
49770,1846.1853176394336,Low,C
49773,892.2222222222221,At-Risk,C
49774,3402.3171135385624,High,C
49775,571.7456860445635,At-Risk,C
49778,1972.545013644993,Medium,D
49780,6860.690528226626,High,C
49782,2790.7154159132006,Medium,C
49785,1041.007096069869,At-Risk,C
49788,3569.5217651011726,High,C
49789,2332.1347426652173,Medium,C
49791,1189.063408958697,At-Risk,C
49792,1403.0913978494625,Low,C
49794,776.8785769145007,At-Risk,A
49798,1588.8235294117644,Low,C
49799,1228.1701890989987,Low,C
49800,3248.335634736477,High,C
49802,5392.34017657696,High,C
49807,722.5743348982784,At-Risk,A
49808,6819.582478695734,High,C
49809,5612.229744818206,High,C
49810,1961.6277100271004,Medium,C
49812,1468.1000341413455,Low,B
49816,960.2391629297459,At-Risk,C
49818,5807.637575128492,High,C
49819,2150.8928571428573,Medium,C
49820,1306.3157894736842,Low,C
49821,2893.382221242474,Medium,C
49824,5227.984009137635,High,C
49828,2102.583623227187,Medium,C
49829,4334.553775743707,High,C
49830,3653.1355143532105,High,C
49832,2460.3814602132893,Medium,C
49834,2055.918367346939,Medium,C
49835,4180.122803226735,High,C
49836,2783.2189430336302,Medium,C
49837,3336.012214752391,High,C
49838,3210.3948025987006,High,C
49839,3240.7673595754095,High,C
49840,1098.4952120383039,At-Risk,C
49841,4640.994623655915,High,C
49842,6370.608537693007,High,C
49844,1665.5071145267225,Low,D
49846,858.4672640212392,At-Risk,C
49847,904.6933365465718,At-Risk,C
49849,1663.357142857143,Low,C
49850,5413.777264106212,High,C
49851,850.635593220339,At-Risk,C
49852,1867.1382113821137,Low,D
49854,2031.017039403621,Medium,C
49855,3575.771957105641,High,C
49858,1063.6247373709691,At-Risk,C
49859,1095.4506172839506,At-Risk,C
49862,1866.639318643538,Low,C
49866,2851.8917525773186,Medium,C
49867,1413.62447998168,Low,C
49868,2862.3813365604406,Medium,C
49873,1362.6825487476544,Low,C
49874,4478.534603968129,High,C
49877,1473.5502819548874,Low,B
49878,9730.884932920537,High,C
49880,5362.892857142857,High,C
49882,1338.3333333333333,Low,B
49883,1981.9973764153547,Medium,C
49886,1399.5499549954998,Low,C
49887,1665.4814814814815,Low,C
49889,3623.9657148691103,High,C
49890,2183.0063868613142,Medium,D
49894,1316.8085777357298,Low,B
49895,3675.7042253521126,High,C
49896,1419.9442717822312,Low,C
49902,5935.320642530273,High,C
49905,3720.68778280543,High,D
49907,1313.3715925394545,Low,C
49908,1291.4518616435337,Low,C
49910,4513.365083451323,High,C
49911,3794.1859229408965,High,C
49912,772.1153846153845,At-Risk,C
49916,1057.0913877918658,At-Risk,C
49918,1287.9939472546478,Low,B
49919,1759.0575417812565,Low,D
49920,6027.879890809827,High,C
49921,1997.2733061640347,Medium,C
49923,1568.7909632939293,Low,C
49924,3955.6122176536546,High,C
49928,594.8474539069359,At-Risk,C
49929,1534.7859327217127,Low,C
49931,1565.3021442495126,Low,B
49932,877.6651354348172,At-Risk,C
49934,8367.808939526729,High,C
49935,4120.657894736842,High,C
49936,3850.157795805302,High,C
49937,1395.3550543024226,Low,C
49938,8027.743325526931,High,C
49939,1620.638020833333,Low,C
49940,1483.4747195761227,Low,D
49941,2173.544550940717,Medium,C
49943,1549.8115742171715,Low,C
49944,1523.5491071428573,Low,C
49945,1400.929469655549,Low,C
49946,1773.2291489723118,Low,B
49948,2417.8901346872576,Medium,D
49950,1356.0344827586207,Low,C
49951,1461.876204754765,Low,C
49953,3604.9675324675327,High,D
49955,1816.0975609756101,Low,B
49956,1115.2777777777776,At-Risk,C
49957,12152.143472022957,High,C
49958,1369.0114613180515,Low,D
49961,834.2857142857142,At-Risk,C
49962,1083.6707152496624,At-Risk,C
49967,1529.2001692763436,Low,C
49968,4690.459422511289,High,C
49969,1923.1182795698921,Medium,C
49970,752.1369754552653,At-Risk,A
49972,2404.191616766467,Medium,C
49973,6927.735329359952,High,C
49975,2078.2171099928114,Medium,D
49976,2050.176715725062,Medium,C
49977,1409.3907024139987,Low,D
49978,880.8744038155802,At-Risk,C
49980,3029.979048070841,Medium,C
49981,4892.523893360161,High,C
49982,1796.4486858573218,Low,C
49983,623.4472049689439,At-Risk,C
49984,1742.3412487671653,Low,D
49986,1678.1236104935524,Low,C
49988,2880.129504504505,Medium,C
49989,5383.137583892618,High,C
49990,986.892448003559,At-Risk,C
49994,1229.0816326530614,Low,C
49996,3000.8753229974163,Medium,C
49998,2216.300148183165,Medium,C
49999,3117.0971517752637,Medium,C
50001,2612.362362362362,Medium,C
50002,2477.610759493671,Medium,C
50005,4426.426540066969,High,C
50006,903.7595785440614,At-Risk,C
50007,2434.4262295081967,Medium,C
50008,1271.4185452401678,Low,C
50009,3837.656985871272,High,D
50012,2504.5225420966867,Medium,C
50014,3208.1113801452784,High,C
50016,3692.4379749153163,High,C
50018,1745.0985628682547,Low,C
50019,906.5746753246755,At-Risk,C
50021,1810.8384458077712,Low,C
50023,3944.1689375139463,High,C
50024,8712.238691471,High,C
50025,2367.5997575983592,Medium,C
50026,1728.1205164992825,Low,C
50027,960.1928640308581,At-Risk,C
50030,1195.6155838041432,At-Risk,C
50031,1489.0689049385128,Low,C
50033,1513.9433701657463,Low,C
50034,1620.087719298246,Low,C
50036,1513.7044270833333,Low,C
50037,825.0241489330562,At-Risk,A
50038,4478.891838832086,High,C
50040,1627.7027027027027,Low,C
50041,3612.4529121993614,High,C
50044,994.4272445820432,At-Risk,B
50046,2083.1412357689182,Medium,C
50047,4146.098588582263,High,C
50052,751.9732441471573,At-Risk,A
50053,1538.7072049054673,Low,C
50055,2201.523123788424,Medium,D
50057,3361.172015148495,High,C
50060,767.7727784026998,At-Risk,C
50064,1609.548611111111,Low,C
50065,2566.3151166506873,Medium,C
50067,976.6712391403753,At-Risk,C
50068,4395.368421052631,High,C
50071,2523.980650154799,Medium,D
50074,12005.16865079365,High,C
50075,3845.594345684301,High,C
50076,2618.1755116198406,Medium,C
50077,1545.929592959296,Low,C
50078,1226.6413925307224,Low,B
50079,2225.450965874672,Medium,C
50081,2462.9418964648285,Medium,C
50082,6779.43472409152,High,D
50084,4082.446972404698,High,C
50087,10083.333333333332,High,C
50089,5377.232142857142,High,C
50090,2148.494983277592,Medium,C
50091,1224.3725076237392,Low,C
50092,4243.429844097996,High,C
50093,1684.5357902197022,Low,C
50094,2812.706043956044,Medium,C
50095,3456.743002544529,High,C
50096,2952.780601760723,Medium,C
50097,2514.550561797753,Medium,C
50098,1292.6231802911532,Low,C
50099,1415.9595417114213,Low,B
50101,4098.751580278129,High,D
50102,1446.1902259590127,Low,C
50103,3174.780776002168,High,C
50105,935.8974358974358,At-Risk,C
50108,1462.3973727422003,Low,C
50109,1368.7499999999995,Low,C
50110,4054.313425216948,High,C
50111,5693.925787868519,High,C
50112,2215.935498286906,Medium,C
50113,2856.001192783659,Medium,C
50114,1029.4871794871794,At-Risk,C
50115,1650.0087778096972,Low,C
50117,347.1616541353382,At-Risk,C
50118,901.3265306122449,At-Risk,C
50119,1228.0852456971816,Low,C
50121,2143.1418918918916,Medium,C
50123,5414.120326287056,High,C
50126,1975.4205214465937,Medium,C
50129,1025.5543071161046,At-Risk,C
50130,1709.0087463556854,Low,C
50131,4064.651701574778,High,C
50132,464.45513755225033,At-Risk,C
50133,867.740514905149,At-Risk,A
50135,3912.0512820512827,High,C
50137,1368.5213032581455,Low,C
50139,1549.9080882352935,Low,C
50140,645.2678571428572,At-Risk,C
50141,2461.1312343271106,Medium,B
50142,680.1882352941176,At-Risk,C
50143,2908.301282051282,Medium,D
50144,659.6941354903944,At-Risk,C
50145,10026.53034352904,High,C
50146,4406.707317073171,High,C
50148,2356.0782740062314,Medium,C
50149,3014.1298326847145,Medium,B
50150,3746.9732638305027,High,C
50154,955.6606652426003,At-Risk,C
50155,1598.2518823553157,Low,C
50156,1422.6333641689798,Low,D
50159,954.5214405212644,At-Risk,C
50163,1514.6337756296261,Low,B
50166,1277.5000000000002,Low,C
50167,981.2299679487177,At-Risk,C
50168,2161.0275462123955,Medium,C
50169,1726.558285885526,Low,D
50172,2066.9039145907473,Medium,B
50174,7655.28658143776,High,D
50175,1275.8890290037832,Low,C
50177,820.2222621615144,At-Risk,C
50178,1204.4999999999998,At-Risk,C
50180,1790.1273885350315,Low,C
50181,953.9772727272727,At-Risk,C
50185,606.3936902164792,At-Risk,C
50187,1085.7872596153843,At-Risk,C
50188,2050.5408,Medium,C
50190,4953.833716585226,High,C
50191,1422.8414948453608,Low,C
50194,4275.622163331202,High,C
50195,4326.09199053973,High,D
50196,499.2171310154271,At-Risk,C
50204,2905.5337822918973,Medium,C
50206,1326.05504587156,Low,C
50212,1122.7880658436218,At-Risk,C
50214,2731.436877076412,Medium,C
50216,1723.1165311653117,Low,C
50218,3111.3675746863514,Medium,C
50220,2663.0102040816328,Medium,C
50226,1637.5181715393312,Low,C
50227,6425.220014906547,High,C
50229,1788.843567906768,Low,C
50235,5525.630614699016,High,D
50237,6840.53344822184,High,C
50241,1757.7188940092162,Low,C
50246,5743.964638897214,High,C
50247,626.3817587839188,At-Risk,C
50248,1051.9244145606306,At-Risk,C
50249,1362.5565610859728,Low,C
50250,5532.652505446623,High,C
50252,4452.905531160031,High,D
50253,3835.656796906797,High,C
50256,1008.4186046511628,At-Risk,C
50260,1868.808548009367,Low,C
50262,7451.284042044909,High,C
50263,1935.275908904261,Medium,C
50264,2233.8406152839143,Medium,C
50266,1527.4456521739132,Low,C
50269,990.4678638941397,At-Risk,C
50273,4927.442594340101,High,C
50274,961.9359073540099,At-Risk,C
50276,7053.394379073402,High,C
50277,2961.618142845251,Medium,C
50278,3272.390478836714,High,C
50279,1947.9225806451616,Medium,C
50280,2495.1025641025644,Medium,C
50284,3705.1015096304004,High,C
50289,941.7901234567901,At-Risk,C
50291,1672.9166666666665,Low,C
50292,1765.0555230859147,Low,C
50294,2049.763157894737,Medium,C
50296,1680.7070251865205,Low,C
50297,1692.431491953023,Low,C
50299,5272.660125502715,High,C
50300,751.3218367150952,At-Risk,C
50302,1309.2943767881104,Low,C
50303,2909.9725620804497,Medium,C
50305,1479.090761881629,Low,C
50309,518.0645161290323,At-Risk,C
50310,689.3425460636519,At-Risk,C
50311,1273.1997357410262,Low,C
50320,1206.4048497627834,At-Risk,C
50321,1954.556619995087,Medium,C
50322,821.4366901568537,At-Risk,C
50325,2334.9063670411983,Medium,C
50326,1731.0578318247772,Low,C
50327,3332.5794564716716,High,C
50329,1695.7564870259484,Low,C
50331,626.1208576998049,At-Risk,C
50334,1416.0210453283996,Low,C
50335,2170.856988375236,Medium,C
50336,890.9023668639051,At-Risk,C
50338,4571.946169772256,High,D
50339,528.9855072463769,At-Risk,C
50341,3813.1629953236525,High,C
50343,1598.9071038251366,Low,C
50344,3860.866104868914,High,C
50346,2267.3570793838867,Medium,C
50352,4086.7692871541135,High,C
50353,3192.7231807951985,High,C
50354,5038.290946083418,High,C
50356,4608.174863387978,High,C
50358,3595.2122153209107,High,C
50359,595.4044409199047,At-Risk,C
50361,1134.650346503465,At-Risk,C
50362,3069.6394358159064,Medium,D
50363,2839.231027660607,Medium,D
50365,5947.747788173177,High,C
50367,2214.8185071574644,Medium,C
50371,1518.9961136863794,Low,C
50374,1379.3865030674845,Low,C
50375,2392.2636103151854,Medium,C
50382,1058.876498466685,At-Risk,A
50383,6228.857384084992,High,C
50385,2566.6760777871896,Medium,C
50386,1219.9359239355106,Low,C
50389,2194.7478154441696,Medium,B
50392,1457.7479829140962,Low,D
50393,1036.1965589155368,At-Risk,C
50396,6454.981681165459,High,C
50398,1790.7886231415646,Low,C
50399,1268.6284722222222,Low,B
50403,1007.1070234113712,At-Risk,C
50408,954.182098765432,At-Risk,A
50409,1840.2083333333335,Low,C
50413,1676.5100094509837,Low,C
50414,1820.9198339188758,Low,D
50416,4827.0542259881,High,C
50418,2087.162698412699,Medium,C
50419,1858.3611755442523,Low,C
50420,1461.7718446601941,Low,D
50421,2747.716902032282,Medium,C
50423,981.929347826087,At-Risk,B
50425,963.7752318603384,At-Risk,C
50426,321.8968119222788,At-Risk,C
50430,744.4766609392896,At-Risk,A
50431,3397.5631481834957,High,C
50434,1050.6203473945407,At-Risk,C
50435,3123.6534909923,Medium,C
50436,6714.935064935064,High,C
50439,1175.1575566597987,At-Risk,C
50440,462.7029858564692,At-Risk,B
50441,4680.653980752406,High,C
50442,18047.389823784175,High,C
50443,6349.708411584462,High,C
50444,826.1742619450787,At-Risk,A
50445,1900.5917159763308,Low,C
50448,3079.457277416461,Medium,C
50449,3071.986464968153,Medium,C
50451,1417.7368421052631,Low,C
50453,3942.377260981912,High,C
50454,1493.552713940803,Low,C
50455,3415.0456122317873,High,D
50457,1920.5778800907278,Medium,C
50458,3482.8705770442284,High,C
50460,895.8417849898577,At-Risk,C
50461,901.6251354279522,At-Risk,C
50464,2123.6163058672414,Medium,D
50467,4074.9825783972124,High,C
50469,2490.122483156132,Medium,C
50470,1388.6479822656534,Low,C
50471,4153.781714991779,High,C
50473,1465.0420277578676,Low,C
50474,7836.668165467625,High,C
50475,1897.2197480595494,Low,C
50477,4809.240612544578,High,C
50481,1621.9272727272728,Low,C
50482,1755.4076265614726,Low,C
50485,1085.688775510204,At-Risk,B
50488,2979.0557726906136,Medium,C
50489,1084.1636342632703,At-Risk,A
50490,1454.7101449275367,Low,C
50493,2773.0904658721565,Medium,C
50499,428.13981042654035,At-Risk,C
50503,1248.3160869981798,Low,D
50506,7337.291222459135,High,C
50507,1114.7673531655223,At-Risk,C
50508,816.0421014427004,At-Risk,C
50510,665.0124669244858,At-Risk,C
50514,1731.7910008822664,Low,D
50515,1395.5882352941178,Low,C
50518,708.715524034673,At-Risk,C
50519,2425.298002577319,Medium,B
50520,1557.7949021932425,Low,C
50522,3675.7499057569066,High,C
50523,1800.5334214501509,Low,B
50524,1068.1533646322375,At-Risk,B
50525,1387.6728110599074,Low,C
50528,3686.157455683003,High,C
50530,1333.2434580235004,Low,B
50532,3679.756097560976,High,C
50533,10189.05342624855,High,C
50534,2048.8110128354033,Medium,C
50535,3626.4553426156576,High,D
50536,6177.643081944282,High,C
50537,1507.7395127312693,Low,C
50540,1833.2843791722291,Low,C
50541,1319.3621134020616,Low,C
50542,2735.723556132382,Medium,C
50545,2924.8370667062254,Medium,C
50546,1230.373488443288,Low,C
50550,3446.908194647414,High,C
50552,4685.941644562335,High,C
50553,694.3233082706766,At-Risk,C
50554,3084.948818400101,Medium,C
50556,6979.793581680375,High,C
50558,2470.1251303441086,Medium,C
50562,2475.538277511962,Medium,C
50564,3291.8970855129714,High,D
50565,2470.2324102031125,Medium,C
50567,862.2579331284483,At-Risk,C
50568,3040.036183328866,Medium,C
50569,3015.920161953565,Medium,D
50570,903.6317135549871,At-Risk,C
50578,2364.804812030075,Medium,D
50581,2827.565040109914,Medium,C
50582,2617.340286831812,Medium,C
50583,8429.981084489282,High,C
50584,1007.3649459783911,At-Risk,C
50587,976.437074829932,At-Risk,A
50591,1827.5449259346963,Low,C
50592,4764.616340478409,High,C
50596,2180.624613162781,Medium,C
50598,6032.870646436538,High,C
50600,763.6306001690617,At-Risk,C
50602,1031.4162234042553,At-Risk,C
50603,4347.794117647059,High,C
50604,6388.642586859304,High,C
50605,1498.1426469363391,Low,D
50607,10057.26750547046,High,C
50608,3606.265401280654,High,C
50609,1956.3371971297508,Medium,C
50610,1916.2694426688581,Medium,D
50611,1211.6400215555957,At-Risk,D
50612,1958.4171696847754,Medium,C
50618,1222.0657677646925,Low,C
50619,2453.8834622167956,Medium,D
50622,3251.8492509363296,High,C
50623,1885.3048957524109,Low,C
50624,970.2916666666666,At-Risk,C
50628,4999.492664409561,High,C
50631,1412.3509869063907,Low,C
50632,1109.7291321171915,At-Risk,B
50634,1491.8680203045687,Low,C
50637,1392.7783033743299,Low,B
50638,2497.1817298347914,Medium,C
50640,2822.95518488746,Medium,C
50641,4345.718232044199,High,C
50643,9647.694174757282,High,C
50645,3833.357814336076,High,C
50648,1571.463211521505,Low,C
50649,4566.522659143008,High,C
50651,468.1457489878541,At-Risk,C
50652,7635.8659110556155,High,C
50660,2113.157894736842,Medium,C
50663,3524.166158547269,High,C
50666,2538.3770139634794,Medium,D
50667,1782.834940678554,Low,C
50669,1175.7476262312534,At-Risk,B
50670,2034.1626174279234,Medium,C
50672,1398.9547038327528,Low,C
50674,6098.632090631528,High,C
50675,5665.979607640681,High,C
50679,6855.388873931481,High,C
50683,1884.9253731343283,Low,C
50685,1257.2059413889997,Low,C
50693,1008.3516045445486,At-Risk,C
50695,1723.8648153799204,Low,C
50697,1045.9693841724597,At-Risk,C
50699,1007.0564705882351,At-Risk,C
50700,6506.3194072322085,High,C
50701,457.40506329113924,At-Risk,C
50706,1230.9971228196366,Low,C
50707,1095.0,At-Risk,C
50710,976.744405330651,At-Risk,C
50712,962.434079857544,At-Risk,C
50713,1039.4294757344583,At-Risk,C
50714,1280.0380477564943,Low,C
50718,1462.8821206993794,Low,C
50719,9016.344163803326,High,C
50724,2823.4430043203724,Medium,C
50727,1003.9673089413295,At-Risk,C
50728,1484.2180094786731,Low,C
50729,2664.9614313263337,Medium,C
50730,5517.106664300293,High,C
50732,1258.9567988973597,Low,C
50733,3345.1946936438253,High,C
50735,1830.9836065573772,Low,C
50736,2200.7224743252923,Medium,C
50738,4454.629507330604,High,C
50740,941.3388869804189,At-Risk,C
50742,2623.8745210727975,Medium,C
50743,5013.204419889504,High,C
50745,2730.2,Medium,C
50746,782.2112322505712,At-Risk,C
50747,1320.723684210526,Low,C
50749,1204.828383676002,At-Risk,C
50752,3072.46835443038,Medium,C
