user_id,order_count,risk_score,risk_tier
21268,7,0.5496,Medium
21271,6,0.5313,Medium
21273,9,0.7215,High
21275,7,0.4256,Medium
21279,5,0.5147,Medium
21280,7,0.5508,Medium
21281,7,0.6071,High
21287,7,0.5533,Medium
21289,9,0.5516,Medium
21290,7,0.5518,Medium
21291,9,0.6764,High
21295,10,0.5063,Medium
21298,5,0.5139,Medium
21303,5,0.509,Medium
21307,7,0.4797,Medium
21309,5,0.515,Medium
21316,7,0.6823,High
21328,10,0.5896,Medium
21329,8,0.6359,High
21331,9,0.53,Medium
21334,8,0.493,Medium
21337,7,0.6326,High
21339,10,0.4288,Medium
21342,7,0.585,Medium
21344,5,0.512,Medium
21345,5,0.5147,Medium
21350,5,0.5151,Medium
21351,8,0.4938,Medium
21352,8,0.5152,Medium
21353,5,0.5122,Medium
21354,8,0.7034,High
21357,10,0.4285,Medium
21359,5,0.515,Medium
21361,5,0.5046,Medium
21363,7,0.437,Medium
21367,7,0.4494,Medium
21369,6,0.513,Medium
21370,9,0.4619,Medium
21371,9,0.3447,Medium
21372,10,0.4002,Medium
21375,9,0.6231,High
21377,5,0.5019,Medium
21378,8,0.721,High
21381,8,0.5917,Medium
21383,7,0.371,Medium
21386,10,0.4731,Medium
21393,7,0.6452,High
21400,6,0.4824,Medium
21401,6,0.6142,High
21403,8,0.6191,High
21404,7,0.658,High
21405,6,0.5101,Medium
21410,8,0.3379,Medium
21411,10,0.2403,Low
21413,7,0.7421,High
21415,6,0.4544,Medium
21417,10,0.3531,Medium
21418,5,0.5072,Medium
21420,5,0.5057,Medium
21423,8,0.5007,Medium
21425,9,0.5524,Medium
21426,10,0.4742,Medium
21429,8,0.5158,Medium
21430,8,0.413,Medium
21437,8,0.4603,Medium
21442,7,0.5042,Medium
21444,9,0.4997,Medium
21446,5,0.5093,Medium
21452,9,0.4671,Medium
21454,9,0.4455,Medium
21461,6,0.388,Medium
21465,8,0.5104,Medium
21466,8,0.317,Medium
21467,6,0.4146,Medium
21472,9,0.5034,Medium
21473,8,0.4418,Medium
21476,5,0.5166,Medium
21477,6,0.5132,Medium
21478,9,0.4701,Medium
21479,6,0.4715,Medium
21481,7,0.3077,Medium
21484,5,0.5133,Medium
21485,6,0.3694,Medium
21486,5,0.5123,Medium
21488,5,0.5128,Medium
21490,5,0.5128,Medium
21492,9,0.5959,Medium
21493,9,0.6878,High
21497,8,0.5532,Medium
21498,9,0.5155,Medium
21499,6,0.5464,Medium
21502,7,0.5061,Medium
21504,7,0.5985,Medium
21505,5,0.5156,Medium
21507,8,0.4643,Medium
21511,6,0.5088,Medium
21512,7,0.6662,High
21514,6,0.5024,Medium
21515,9,0.2733,Low
21523,8,0.3834,Medium
21525,7,0.5491,Medium
21526,9,0.4913,Medium
21528,7,0.3875,Medium
21529,6,0.5134,Medium
21530,5,0.5154,Medium
21532,5,0.5126,Medium
21533,7,0.5237,Medium
21534,10,0.4068,Medium
21540,5,0.5105,Medium
21543,10,0.4778,Medium
21550,6,0.5437,Medium
21552,8,0.4433,Medium
21555,5,0.5092,Medium
21557,7,0.461,Medium
21558,5,0.5108,Medium
21561,5,0.5065,Medium
21564,6,0.5149,Medium
21565,6,0.5542,Medium
21567,6,0.4266,Medium
21571,10,0.5032,Medium
21575,7,0.5874,Medium
21576,9,0.5027,Medium
21583,10,0.4936,Medium
21584,8,0.5609,Medium
21585,7,0.5497,Medium
21591,9,0.7516,High
21593,6,0.396,Medium
21594,6,0.5085,Medium
21595,9,0.3165,Medium
21596,7,0.3217,Medium
21597,9,0.3664,Medium
21599,7,0.5892,Medium
21600,6,0.6342,High
21601,5,0.5103,Medium
21611,8,0.5951,Medium
21612,7,0.4771,Medium
21615,10,0.5136,Medium
21620,6,0.5083,Medium
21623,9,0.467,Medium
21624,9,0.5454,Medium
21628,5,0.5057,Medium
21631,9,0.6068,High
21635,7,0.643,High
21638,9,0.4592,Medium
21655,7,0.4504,Medium
21658,5,0.5147,Medium
21661,5,0.5147,Medium
21665,5,0.5106,Medium
21670,9,0.2553,Low
21671,7,0.3536,Medium
21677,5,0.5122,Medium
21680,5,0.5075,Medium
21682,8,0.4146,Medium
21683,7,0.5051,Medium
21684,9,0.6487,High
21685,5,0.5105,Medium
21688,6,0.6648,High
21689,9,0.3956,Medium
21691,6,0.5027,Medium
21694,10,0.4633,Medium
21698,7,0.4162,Medium
21701,7,0.5278,Medium
21702,5,0.5133,Medium
21708,7,0.4921,Medium
21709,8,0.5586,Medium
21710,7,0.6772,High
21712,9,0.4904,Medium
21713,9,0.605,High
21719,9,0.4114,Medium
21720,5,0.509,Medium
21721,7,0.5065,Medium
21725,5,0.5038,Medium
21726,7,0.4758,Medium
21728,5,0.5112,Medium
21730,10,0.419,Medium
21731,8,0.5042,Medium
21735,8,0.6588,High
21736,10,0.6859,High
21738,5,0.506,Medium
21739,6,0.5629,Medium
21741,5,0.5071,Medium
21747,7,0.518,Medium
21749,6,0.6022,High
21751,5,0.515,Medium
21753,5,0.5065,Medium
21755,6,0.5032,Medium
21758,5,0.5085,Medium
21759,5,0.5108,Medium
21768,5,0.5047,Medium
21769,6,0.6288,High
21772,10,0.2391,Low
21774,7,0.5927,Medium
21778,8,0.3853,Medium
21783,7,0.3927,Medium
21785,7,0.4091,Medium
21786,10,0.7843,High
21798,10,0.319,Medium
21802,8,0.6807,High
21803,6,0.5502,Medium
21805,9,0.4787,Medium
21807,9,0.4808,Medium
21808,6,0.3653,Medium
21812,6,0.5017,Medium
21829,10,0.7756,High
21830,8,0.3334,Medium
21831,7,0.7152,High
21839,5,0.514,Medium
21843,5,0.4978,Medium
21844,9,0.2493,Low
21847,6,0.5947,Medium
21849,6,0.41,Medium
21852,9,0.7496,High
21856,5,0.5137,Medium
21858,8,0.5738,Medium
21860,6,0.5755,Medium
21861,8,0.5867,Medium
21866,9,0.4538,Medium
21868,6,0.4986,Medium
21871,9,0.4774,Medium
21877,7,0.3861,Medium
21878,9,0.5941,Medium
21880,8,0.473,Medium
21882,7,0.5191,Medium
21883,9,0.7278,High
21889,9,0.6519,High
21893,5,0.5163,Medium
21896,5,0.5062,Medium
21897,8,0.5374,Medium
21898,7,0.6842,High
21901,9,0.4147,Medium
21902,7,0.5722,Medium
21903,5,0.5142,Medium
21906,6,0.5652,Medium
21909,6,0.366,Medium
21910,10,0.799,High
21913,9,0.4829,Medium
21920,7,0.4728,Medium
21922,7,0.593,Medium
21925,6,0.3414,Medium
21930,5,0.5146,Medium
21932,6,0.4731,Medium
21934,5,0.5101,Medium
21940,7,0.5553,Medium
21950,8,0.5344,Medium
21956,6,0.5258,Medium
21960,6,0.5503,Medium
21964,9,0.4338,Medium
21965,5,0.5135,Medium
21969,8,0.4452,Medium
21971,5,0.511,Medium
21972,5,0.5101,Medium
21980,6,0.4514,Medium
21981,7,0.5029,Medium
21982,7,0.6433,High
21983,9,0.8146,High
21984,9,0.4988,Medium
21985,10,0.4871,Medium
21989,10,0.5303,Medium
21992,8,0.6257,High
21995,7,0.6663,High
21996,10,0.4332,Medium
21998,7,0.5229,Medium
22001,10,0.6403,High
22002,9,0.6306,High
22004,5,0.5099,Medium
22010,5,0.5115,Medium
22011,10,0.2914,Low
22012,6,0.4201,Medium
22014,6,0.5216,Medium
22015,6,0.5075,Medium
22016,7,0.4728,Medium
22023,6,0.5098,Medium
22024,5,0.5189,Medium
22030,5,0.5053,Medium
22039,7,0.6198,High
22041,5,0.4978,Medium
22045,7,0.532,Medium
22047,9,0.4015,Medium
22048,7,0.4786,Medium
22049,8,0.3364,Medium
22050,7,0.6662,High
22051,7,0.6217,High
22052,10,0.5654,Medium
22054,10,0.6132,High
22056,9,0.4816,Medium
22057,5,0.5132,Medium
22059,8,0.5157,Medium
22060,8,0.5883,Medium
22061,10,0.5917,Medium
22062,9,0.4257,Medium
22066,6,0.39,Medium
22073,10,0.7863,High
22086,8,0.7786,High
22088,6,0.4538,Medium
22090,7,0.2396,Low
22092,6,0.5014,Medium
22093,7,0.2553,Low
22098,10,0.547,Medium
22100,8,0.3488,Medium
22102,7,0.4186,Medium
22103,5,0.5085,Medium
22106,9,0.3359,Medium
22109,9,0.8301,High
22113,6,0.483,Medium
22114,8,0.4422,Medium
22116,9,0.7273,High
22119,7,0.447,Medium
22125,7,0.6009,High
22129,5,0.516,Medium
22134,5,0.5189,Medium
22137,8,0.3493,Medium
22142,7,0.5466,Medium
22144,5,0.5177,Medium
22148,7,0.5294,Medium
22149,5,0.5106,Medium
22156,7,0.6601,High
22157,7,0.6657,High
22159,7,0.5202,Medium
22161,5,0.5043,Medium
22162,7,0.5068,Medium
22164,9,0.5788,Medium
22165,7,0.5967,Medium
22166,9,0.5779,Medium
22169,6,0.4774,Medium
22170,9,0.5425,Medium
22171,9,0.4431,Medium
22173,10,0.5002,Medium
22176,7,0.6073,High
22177,7,0.4347,Medium
22178,8,0.5744,Medium
22181,7,0.5439,Medium
22182,5,0.5123,Medium
22183,6,0.5083,Medium
22184,5,0.5088,Medium
22185,6,0.4582,Medium
22188,6,0.509,Medium
22189,5,0.5057,Medium
22190,9,0.5732,Medium
22191,9,0.5459,Medium
22192,5,0.5153,Medium
22194,5,0.5134,Medium
22197,5,0.5145,Medium
22207,9,0.399,Medium
22215,7,0.6533,High
22217,6,0.5376,Medium
22224,8,0.5235,Medium
22229,10,0.6762,High
22233,6,0.5072,Medium
22238,6,0.3914,Medium
22241,10,0.5286,Medium
22242,7,0.3747,Medium
22245,6,0.4434,Medium
22248,7,0.4626,Medium
22253,7,0.5745,Medium
22258,10,0.6559,High
22266,10,0.726,High
22269,10,0.6761,High
22275,8,0.8485,High
22279,10,0.454,Medium
22284,7,0.4013,Medium
22289,5,0.5052,Medium
22296,7,0.6917,High
22303,7,0.3315,Medium
22305,7,0.5861,Medium
22316,7,0.5305,Medium
22317,9,0.5127,Medium
22319,9,0.3923,Medium
22321,10,0.5603,Medium
22330,7,0.5763,Medium
22335,10,0.5145,Medium
22338,10,0.4604,Medium
22343,5,0.5106,Medium
22349,8,0.5472,Medium
22352,9,0.5739,Medium
22353,8,0.3731,Medium
22355,9,0.6836,High
22356,8,0.6661,High
22359,6,0.4917,Medium
22361,7,0.6246,High
22371,10,0.1156,Low
22378,6,0.6295,High
22380,8,0.5484,Medium
22381,6,0.4708,Medium
22387,7,0.2234,Low
22389,8,0.5617,Medium
22390,9,0.4998,Medium
22392,9,0.8095,High
22396,5,0.5159,Medium
22397,8,0.289,Low
22398,6,0.5084,Medium
22400,5,0.5099,Medium
22403,10,0.3698,Medium
22405,7,0.4278,Medium
22415,6,0.5189,Medium
22417,7,0.3519,Medium
22419,9,0.2211,Low
22424,5,0.5136,Medium
22426,8,0.6504,High
22427,5,0.5148,Medium
22430,9,0.3801,Medium
22431,9,0.3864,Medium
22432,5,0.5158,Medium
22434,10,0.3816,Medium
22435,6,0.5137,Medium
22439,5,0.5067,Medium
22446,7,0.5826,Medium
22447,10,0.737,High
22448,7,0.4016,Medium
22452,6,0.5115,Medium
22453,5,0.5118,Medium
22458,7,0.6327,High
22462,7,0.5389,Medium
22464,9,0.5677,Medium
22465,7,0.6957,High
22471,6,0.5585,Medium
22472,5,0.5152,Medium
22473,6,0.511,Medium
22474,9,0.5023,Medium
22481,10,0.5335,Medium
22483,10,0.389,Medium
22485,7,0.5171,Medium
22492,7,0.5843,Medium
22497,5,0.5121,Medium
22503,5,0.5063,Medium
22509,9,0.6484,High
22511,6,0.4652,Medium
22513,6,0.3455,Medium
22516,8,0.2486,Low
22519,9,0.478,Medium
22522,6,0.6061,High
22525,8,0.433,Medium
22529,6,0.4585,Medium
22530,5,0.5083,Medium
22533,8,0.5975,Medium
22536,5,0.5109,Medium
22541,7,0.4458,Medium
22547,6,0.5924,Medium
22549,8,0.3441,Medium
22551,8,0.4989,Medium
22553,7,0.8015,High
22554,5,0.5117,Medium
22556,6,0.564,Medium
22557,7,0.6482,High
22559,7,0.4572,Medium
22561,6,0.5266,Medium
22565,7,0.514,Medium
22569,7,0.5342,Medium
22579,5,0.5057,Medium
22581,10,0.7019,High
22583,7,0.5979,Medium
22584,5,0.5051,Medium
22586,6,0.468,Medium
22587,5,0.514,Medium
22594,5,0.5081,Medium
22598,10,0.5293,Medium
22605,10,0.6073,High
22608,8,0.7415,High
22609,6,0.5491,Medium
22610,7,0.617,High
22613,6,0.5028,Medium
22620,10,0.3023,Medium
22622,10,0.4851,Medium
22631,6,0.369,Medium
22632,10,0.7719,High
22633,7,0.5396,Medium
22635,5,0.5141,Medium
22638,5,0.5076,Medium
22639,9,0.3198,Medium
22641,10,0.753,High
22648,5,0.5143,Medium
22649,9,0.6141,High
22657,7,0.7286,High
22658,9,0.5466,Medium
22659,5,0.5123,Medium
22670,10,0.7839,High
22672,7,0.6134,High
22673,7,0.4325,Medium
22677,9,0.3716,Medium
22679,9,0.5859,Medium
22684,10,0.7603,High
22685,5,0.5167,Medium
22691,7,0.4608,Medium
22697,10,0.6441,High
22708,6,0.3823,Medium
22710,6,0.5407,Medium
22712,10,0.3225,Medium
22715,6,0.5134,Medium
22716,10,0.2939,Low
22717,6,0.3288,Medium
22719,6,0.6259,High
22720,6,0.6289,High
22729,5,0.5129,Medium
22730,7,0.5083,Medium
22732,8,0.333,Medium
22737,6,0.418,Medium
22738,9,0.5611,Medium
22739,7,0.5555,Medium
22743,8,0.5851,Medium
22744,5,0.5126,Medium
22746,8,0.6186,High
22748,8,0.6256,High
22749,6,0.5407,Medium
22750,6,0.5123,Medium
22751,6,0.4747,Medium
22753,10,0.8693,High
22755,7,0.5057,Medium
22759,8,0.7644,High
22765,7,0.3729,Medium
22766,9,0.6688,High
22768,5,0.5083,Medium
22769,6,0.5608,Medium
22772,5,0.5101,Medium
22777,6,0.4115,Medium
22780,8,0.7651,High
22784,10,0.4618,Medium
22785,7,0.4826,Medium
22788,10,0.5452,Medium
22789,10,0.8589,High
22790,9,0.5116,Medium
22796,8,0.3072,Medium
22797,8,0.5692,Medium
22804,8,0.3243,Medium
22805,7,0.4582,Medium
22807,7,0.3955,Medium
22809,10,0.4295,Medium
22812,10,0.5014,Medium
22814,7,0.4426,Medium
22815,9,0.3892,Medium
22818,6,0.6835,High
22819,8,0.3247,Medium
22821,5,0.514,Medium
22825,9,0.3121,Medium
22828,5,0.5116,Medium
22838,8,0.4565,Medium
22839,6,0.5773,Medium
22841,8,0.4459,Medium
22846,5,0.5086,Medium
22849,6,0.43,Medium
22850,6,0.5148,Medium
22851,9,0.3608,Medium
22852,7,0.4757,Medium
22853,6,0.5013,Medium
22854,8,0.556,Medium
22859,6,0.5085,Medium
22861,9,0.4011,Medium
22863,6,0.5929,Medium
22866,6,0.5,Medium
22869,8,0.5425,Medium
22870,8,0.4656,Medium
22872,7,0.4077,Medium
22873,7,0.496,Medium
22874,7,0.4051,Medium
22877,5,0.5069,Medium
22878,6,0.633,High
22882,5,0.5154,Medium
22884,7,0.6142,High
22886,6,0.5444,Medium
22887,5,0.5053,Medium
22888,7,0.5102,Medium
22889,9,0.6236,High
22895,8,0.3995,Medium
22897,6,0.5064,Medium
22899,5,0.5083,Medium
22907,5,0.5189,Medium
22908,9,0.5956,Medium
22911,10,0.4806,Medium
22915,5,0.5112,Medium
22918,6,0.6327,High
22919,10,0.3429,Medium
22920,6,0.4648,Medium
22925,8,0.7513,High
22928,8,0.5712,Medium
22933,7,0.4913,Medium
22936,7,0.4027,Medium
22939,5,0.5033,Medium
22942,6,0.5143,Medium
22943,5,0.5151,Medium
22944,8,0.4854,Medium
22947,5,0.5101,Medium
22949,7,0.1901,Low
22951,7,0.6528,High
22954,10,0.3966,Medium
22956,7,0.4367,Medium
22957,6,0.5706,Medium
22960,10,0.5558,Medium
22965,8,0.6801,High
22974,5,0.5071,Medium
22979,5,0.5145,Medium
22980,7,0.5542,Medium
22981,9,0.5172,Medium
22982,6,0.5132,Medium
22988,5,0.5123,Medium
22990,6,0.5058,Medium
22994,5,0.511,Medium
23000,6,0.4957,Medium
23002,5,0.5098,Medium
23004,5,0.5136,Medium
23006,8,0.4964,Medium
23014,9,0.6462,High
23018,6,0.5418,Medium
23019,10,0.5597,Medium
23020,6,0.5062,Medium
23021,7,0.3763,Medium
23024,10,0.5052,Medium
23026,6,0.5044,Medium
23027,7,0.5451,Medium
23028,8,0.6025,High
23038,7,0.5744,Medium
23041,7,0.4204,Medium
23043,5,0.5092,Medium
23046,10,0.2487,Low
23050,5,0.5105,Medium
23051,6,0.521,Medium
23058,5,0.5095,Medium
23062,5,0.5108,Medium
23065,8,0.4706,Medium
23068,7,0.3823,Medium
23071,5,0.5093,Medium
23073,6,0.5122,Medium
23075,7,0.4751,Medium
23077,9,0.5595,Medium
23079,5,0.5085,Medium
23082,8,0.5,Medium
23083,8,0.8259,High
23085,7,0.4662,Medium
23086,5,0.5108,Medium
23090,6,0.6804,High
23094,5,0.5113,Medium
23095,10,0.4832,Medium
23097,6,0.5193,Medium
23098,6,0.3756,Medium
23100,5,0.5079,Medium
23105,6,0.5775,Medium
23109,7,0.3009,Medium
23110,6,0.4029,Medium
23115,6,0.549,Medium
23118,6,0.5051,Medium
23119,5,0.5144,Medium
23123,7,0.4792,Medium
23128,7,0.5556,Medium
23130,7,0.4916,Medium
23131,8,0.6625,High
23132,6,0.6255,High
23133,10,0.7476,High
23145,8,0.6247,High
23146,7,0.5459,Medium
23148,8,0.6601,High
23150,5,0.5163,Medium
23151,7,0.7455,High
23152,5,0.5126,Medium
23155,6,0.5058,Medium
23157,9,0.5618,Medium
23158,5,0.5116,Medium
23159,10,0.4684,Medium
23161,9,0.5509,Medium
23162,9,0.2951,Low
23166,6,0.3892,Medium
23167,5,0.5154,Medium
23175,5,0.5128,Medium
23177,7,0.5717,Medium
23178,10,0.4023,Medium
23180,6,0.4872,Medium
23183,10,0.6461,High
23184,5,0.5146,Medium
23191,10,0.8212,High
23203,6,0.5845,Medium
23208,10,0.462,Medium
23209,5,0.5068,Medium
23221,7,0.6018,High
23238,7,0.546,Medium
23243,10,0.4414,Medium
23250,5,0.5111,Medium
23253,7,0.2277,Low
23259,8,0.3138,Medium
23260,5,0.5074,Medium
23267,5,0.5141,Medium
23268,8,0.6017,High
23269,5,0.5042,Medium
23270,6,0.4522,Medium
23272,8,0.5681,Medium
23273,10,0.6821,High
23276,10,0.2384,Low
23277,7,0.4258,Medium
23282,6,0.348,Medium
23284,10,0.9092,High
23285,6,0.4801,Medium
23286,9,0.3881,Medium
23287,7,0.7651,High
23288,6,0.5033,Medium
23289,10,0.5811,Medium
23291,6,0.3636,Medium
23294,5,0.514,Medium
23295,10,0.5684,Medium
23300,8,0.4149,Medium
23302,9,0.2439,Low
23304,7,0.4885,Medium
23309,9,0.4097,Medium
23310,6,0.3826,Medium
23312,7,0.6796,High
23315,6,0.5425,Medium
23316,5,0.5095,Medium
23317,8,0.4364,Medium
23320,9,0.5398,Medium
23321,5,0.5152,Medium
23322,5,0.511,Medium
23323,6,0.4888,Medium
23326,5,0.5108,Medium
23329,9,0.7733,High
23330,8,0.3584,Medium
23331,6,0.3944,Medium
23339,5,0.5116,Medium
23342,9,0.644,High
23343,7,0.2475,Low
23348,5,0.5166,Medium
23349,6,0.5044,Medium
23355,9,0.6306,High
23356,9,0.3284,Medium
23357,8,0.3798,Medium
23360,10,0.7616,High
23363,8,0.567,Medium
23364,10,0.6788,High
23367,10,0.3722,Medium
23372,9,0.5081,Medium
23377,7,0.5437,Medium
23382,6,0.5049,Medium
23385,7,0.5923,Medium
23390,6,0.4625,Medium
23392,10,0.6245,High
23396,9,0.5101,Medium
23399,7,0.558,Medium
23404,5,0.5123,Medium
23407,8,0.3996,Medium
23409,6,0.5505,Medium
23411,10,0.5677,Medium
23412,8,0.6208,High
23413,9,0.4159,Medium
23414,10,0.6946,High
23416,6,0.5679,Medium
23419,5,0.5066,Medium
23420,5,0.5087,Medium
23430,7,0.8135,High
23433,5,0.5175,Medium
23436,9,0.4048,Medium
23437,10,0.6258,High
23438,8,0.6369,High
23443,10,0.3662,Medium
23447,7,0.5967,Medium
23450,9,0.5274,Medium
23451,6,0.5084,Medium
23453,5,0.5127,Medium
23457,10,0.4875,Medium
23463,10,0.6409,High
23471,6,0.504,Medium
23473,9,0.4702,Medium
23474,8,0.423,Medium
23477,7,0.4614,Medium
23478,8,0.5956,Medium
23481,9,0.6097,High
23482,10,0.6281,High
23484,9,0.5839,Medium
23486,9,0.4179,Medium
23489,7,0.7834,High
23490,7,0.4966,Medium
23491,9,0.5867,Medium
23498,9,0.4901,Medium
23499,6,0.4774,Medium
23500,5,0.5092,Medium
23504,5,0.518,Medium
23507,7,0.5068,Medium
23509,8,0.3823,Medium
23510,8,0.764,High
23511,8,0.6842,High
23512,7,0.545,Medium
23514,8,0.6389,High
23517,5,0.5097,Medium
23518,9,0.608,High
23519,10,0.4505,Medium
23521,6,0.4339,Medium
23522,8,0.7633,High
23523,7,0.5969,Medium
23528,9,0.5303,Medium
23531,5,0.5083,Medium
23534,7,0.5381,Medium
23535,10,0.6375,High
23540,7,0.5501,Medium
23541,7,0.387,Medium
23543,7,0.4403,Medium
23546,6,0.4727,Medium
23553,9,0.4602,Medium
23554,6,0.5304,Medium
23557,7,0.4424,Medium
23558,10,0.6977,High
23560,5,0.5082,Medium
23562,6,0.3479,Medium
23563,8,0.6663,High
23565,7,0.3011,Medium
23569,6,0.4525,Medium
23571,8,0.3942,Medium
23572,8,0.6825,High
23573,7,0.411,Medium
23576,5,0.5117,Medium
23581,8,0.8729,High
23587,5,0.5132,Medium
23594,6,0.6094,High
23599,5,0.5031,Medium
23600,6,0.52,Medium
23606,8,0.462,Medium
23607,9,0.5777,Medium
23608,8,0.5115,Medium
23609,5,0.5131,Medium
23613,6,0.5186,Medium
23617,6,0.5998,Medium
23620,6,0.5964,Medium
23621,8,0.442,Medium
23625,8,0.4681,Medium
23626,7,0.639,High
23631,6,0.533,Medium
23633,6,0.6365,High
23635,9,0.495,Medium
23637,6,0.5074,Medium
23638,9,0.7311,High
23645,9,0.5463,Medium
23646,5,0.5101,Medium
23648,9,0.408,Medium
23650,9,0.2928,Low
23651,10,0.4747,Medium
23652,6,0.3599,Medium
23653,9,0.4808,Medium
23654,5,0.513,Medium
23656,5,0.5143,Medium
23660,7,0.5158,Medium
23665,10,0.3077,Medium
23668,10,0.8377,High
23669,5,0.5189,Medium
23671,6,0.453,Medium
23673,5,0.5118,Medium
23674,7,0.621,High
23677,5,0.5018,Medium
23686,7,0.5841,Medium
23689,9,0.5616,Medium
23690,5,0.5135,Medium
23696,5,0.5176,Medium
23697,5,0.5128,Medium
23700,7,0.3751,Medium
23702,7,0.5363,Medium
23709,7,0.2073,Low
23710,5,0.5136,Medium
23716,7,0.4387,Medium
23718,5,0.5095,Medium
23720,5,0.5165,Medium
23721,8,0.5847,Medium
23726,6,0.5806,Medium
23728,5,0.5108,Medium
23729,6,0.5132,Medium
23730,9,0.4658,Medium
23732,10,0.5525,Medium
23736,5,0.5135,Medium
23737,9,0.3859,Medium
23742,6,0.5024,Medium
23743,8,0.3423,Medium
23745,6,0.6441,High
23747,9,0.5636,Medium
23748,6,0.4934,Medium
23751,8,0.7167,High
23752,7,0.5456,Medium
23756,6,0.5133,Medium
23757,7,0.4511,Medium
23758,7,0.5766,Medium
23759,8,0.4987,Medium
23762,6,0.6436,High
23763,5,0.512,Medium
23766,5,0.5163,Medium
23773,9,0.6264,High
23780,6,0.5776,Medium
23782,9,0.337,Medium
23784,8,0.6722,High
23788,5,0.5076,Medium
23792,5,0.5098,Medium
23802,9,0.4938,Medium
23805,9,0.6238,High
23810,7,0.4331,Medium
23811,8,0.5193,Medium
23814,5,0.5115,Medium
23815,7,0.5288,Medium
23816,7,0.2976,Low
23818,5,0.5145,Medium
23822,5,0.5139,Medium
23825,8,0.3364,Medium
23827,9,0.6758,High
23828,5,0.5133,Medium
23830,8,0.3416,Medium
23831,6,0.564,Medium
23833,7,0.4841,Medium
23837,7,0.6078,High
23839,6,0.5961,Medium
23845,9,0.6465,High
23847,9,0.3794,Medium
23848,9,0.7201,High
23852,5,0.5084,Medium
23854,10,0.5263,Medium
23855,8,0.4326,Medium
23858,7,0.5591,Medium
23860,6,0.5187,Medium
23861,8,0.4713,Medium
23862,8,0.4567,Medium
23871,6,0.3735,Medium
23872,6,0.5495,Medium
23874,9,0.5387,Medium
23881,9,0.263,Low
23884,5,0.5161,Medium
23888,9,0.4661,Medium
23897,8,0.6132,High
23898,8,0.7229,High
23901,7,0.4326,Medium
23904,6,0.3352,Medium
23909,9,0.4581,Medium
23912,8,0.3684,Medium
23913,7,0.3583,Medium
23922,7,0.5057,Medium
23924,9,0.4095,Medium
23925,7,0.5486,Medium
23926,5,0.5064,Medium
23928,6,0.6131,High
23934,7,0.486,Medium
23935,5,0.5164,Medium
23938,5,0.5139,Medium
23939,8,0.3585,Medium
23940,6,0.4196,Medium
23942,8,0.6954,High
23944,9,0.5376,Medium
23945,6,0.5255,Medium
23948,5,0.5101,Medium
23950,9,0.7231,High
23951,10,0.5624,Medium
23952,6,0.6329,High
23956,8,0.5542,Medium
23958,6,0.413,Medium
23960,6,0.5112,Medium
23966,5,0.5057,Medium
23967,8,0.2673,Low
23974,5,0.5104,Medium
23976,9,0.5791,Medium
23978,6,0.5094,Medium
23984,5,0.5139,Medium
23987,5,0.515,Medium
23992,5,0.5114,Medium
23994,5,0.5148,Medium
23996,10,0.7668,High
24002,7,0.511,Medium
24004,5,0.5114,Medium
24007,5,0.5076,Medium
24008,9,0.6163,High
24011,7,0.5551,Medium
24012,10,0.5976,Medium
24015,5,0.5158,Medium
24018,6,0.4958,Medium
24021,6,0.5113,Medium
24022,10,0.2716,Low
24024,7,0.3898,Medium
24025,7,0.3098,Medium
24027,6,0.517,Medium
24029,7,0.3952,Medium
24032,8,0.3482,Medium
24038,8,0.5457,Medium
24039,7,0.4219,Medium
24042,5,0.5133,Medium
24046,10,0.413,Medium
24052,6,0.3593,Medium
24055,5,0.509,Medium
24056,8,0.4458,Medium
24057,9,0.6047,High
24060,9,0.4873,Medium
24061,5,0.5129,Medium
24062,7,0.7477,High
24064,6,0.5603,Medium
24067,5,0.511,Medium
24068,10,0.5179,Medium
24069,5,0.5083,Medium
24072,6,0.596,Medium
24080,7,0.2415,Low
24084,10,0.4734,Medium
24086,5,0.5101,Medium
24088,6,0.6219,High
24090,5,0.5138,Medium
24093,5,0.5089,Medium
24095,7,0.3889,Medium
24097,10,0.736,High
24099,7,0.4954,Medium
24104,9,0.5376,Medium
24105,7,0.5557,Medium
24107,5,0.5038,Medium
24111,8,0.3464,Medium
24112,5,0.5165,Medium
24113,10,0.408,Medium
24118,7,0.4888,Medium
24119,5,0.51,Medium
24120,5,0.5145,Medium
24122,7,0.4327,Medium
24123,10,0.4403,Medium
24124,10,0.7219,High
24126,8,0.6342,High
24129,8,0.7077,High
24133,6,0.5057,Medium
24138,6,0.4704,Medium
24145,9,0.6702,High
24151,8,0.7705,High
24152,5,0.5119,Medium
24154,7,0.4456,Medium
24155,8,0.3043,Medium
24156,5,0.513,Medium
24159,9,0.5802,Medium
24160,7,0.5336,Medium
24163,9,0.688,High
24170,9,0.5946,Medium
24171,7,0.359,Medium
24172,5,0.507,Medium
24174,7,0.6536,High
24177,8,0.4663,Medium
24185,5,0.5128,Medium
24186,8,0.5465,Medium
24188,5,0.513,Medium
24193,5,0.5118,Medium
24194,5,0.5119,Medium
24197,7,0.5135,Medium
24199,5,0.5109,Medium
24203,7,0.5595,Medium
24204,5,0.5123,Medium
24207,8,0.4905,Medium
24209,5,0.5084,Medium
24210,5,0.5175,Medium
24213,6,0.6089,High
24214,9,0.6429,High
24219,5,0.5189,Medium
24220,9,0.354,Medium
24225,5,0.5061,Medium
