user_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
60194,13.0,4,10,3,1,1,311,Lost
60195,9.0,17,91,3,3,3,333,Champions
60196,8.0,4,29,3,1,1,311,Lost
60197,10.0,36,359,3,4,4,344,Champions
60198,30.0,13,95,1,3,3,133,At Risk
60199,30.0,4,39,1,1,1,111,Lost
60200,18.0,10,46,2,2,2,222,Lost
60201,7.0,13,125,3,3,3,333,Champions
60202,14.0,41,450,3,4,4,344,Champions
60203,8.0,30,275,3,4,4,344,Champions
60204,21.0,9,54,2,2,2,222,Lost
60205,16.0,3,33,2,1,1,211,Lost
60206,10.0,46,700,3,4,4,344,Champions
60207,7.0,8,172,3,2,3,323,Loyal
60208,2.0,72,1043,4,4,4,444,Champions
60209,13.0,8,120,3,2,3,323,Loyal
60210,1.0,91,777,4,4,4,444,Champions
60211,7.0,4,16,3,1,1,311,Lost
60212,7.0,11,96,3,3,3,333,Champions
60213,30.0,5,51,1,1,2,112,Lost
60214,5.0,7,89,4,2,2,422,Loyal
60215,30.0,7,68,1,2,2,122,Lost
60216,28.0,16,138,2,3,3,233,At Risk
60217,18.0,9,67,2,2,2,222,Lost
60218,10.0,8,83,3,2,2,322,Loyal
60219,6.0,76,660,4,4,4,444,Champions
60220,30.0,5,38,1,1,1,111,Lost
60221,15.0,7,207,2,2,4,224,Lost
60222,30.0,3,29,1,1,1,111,Lost
60223,18.0,7,68,2,2,2,222,Lost
60224,30.0,4,30,1,1,1,111,Lost
60225,18.0,15,38,2,3,1,231,At Risk
60226,30.0,10,64,1,2,2,122,Lost
60227,22.0,7,37,2,2,1,221,Lost
60228,30.0,19,260,1,3,4,134,At Risk
60229,7.0,18,205,3,3,4,334,Champions
60230,7.0,11,103,3,3,3,333,Champions
60231,12.0,30,149,3,4,3,343,Champions
60232,10.0,13,112,3,3,3,333,Champions
60233,7.0,10,139,3,2,3,323,Loyal
60234,30.0,13,39,1,3,1,131,At Risk
60235,7.0,27,229,3,4,4,344,Champions
60236,3.0,18,128,4,3,3,433,Champions
60237,3.0,14,102,4,3,3,433,Champions
60238,30.0,8,15,1,2,1,121,Lost
60239,7.0,6,83,3,2,2,322,Loyal
60240,7.0,8,16,3,2,1,321,Loyal
60241,30.0,13,125,1,3,3,133,At Risk
60242,5.0,14,176,4,3,3,433,Champions
60243,9.0,15,89,3,3,2,332,Loyal
60244,3.0,11,135,4,3,3,433,Champions
60245,5.0,36,875,4,4,4,444,Champions
60246,4.0,5,45,4,1,2,412,Lost
60247,30.0,3,12,1,1,1,111,Lost
60248,8.0,44,745,3,4,4,344,Champions
60249,30.0,7,110,1,2,3,123,Lost
60250,14.0,19,265,3,3,4,334,Champions
60251,30.0,11,89,1,3,2,132,At Risk
60252,30.0,12,52,1,3,2,132,At Risk
60253,30.0,8,93,1,2,3,123,Lost
60254,13.0,5,34,3,1,1,311,Lost
60255,10.0,4,78,3,1,2,312,Lost
60256,10.0,20,219,3,4,4,344,Champions
60257,1.0,7,100,4,2,3,423,Loyal
60258,2.0,91,424,4,4,4,444,Champions
60259,7.0,42,1089,3,4,4,344,Champions
60260,30.0,5,30,1,1,1,111,Lost
60261,7.0,40,318,3,4,4,344,Champions
60262,23.0,25,173,2,4,3,243,At Risk
60263,6.0,9,123,4,2,3,423,Loyal
60264,25.0,4,11,2,1,1,211,Lost
60265,30.0,5,59,1,1,2,112,Lost
60266,8.0,7,95,3,2,3,323,Loyal
60267,13.0,4,20,3,1,1,311,Lost
60268,6.0,7,68,4,2,2,422,Loyal
60269,13.0,8,145,3,2,3,323,Loyal
60270,3.0,23,552,4,4,4,444,Champions
60271,12.0,22,405,3,4,4,344,Champions
60272,6.0,38,646,4,4,4,444,Champions
60273,30.0,14,418,1,3,4,134,At Risk
60274,5.0,6,103,4,2,3,423,Loyal
60275,12.0,32,465,3,4,4,344,Champions
60276,12.0,22,542,3,4,4,344,Champions
60277,9.0,4,59,3,1,2,312,Lost
60278,12.0,22,215,3,4,4,344,Champions
60279,14.0,6,72,3,2,2,322,Loyal
60280,30.0,6,67,1,2,2,122,Lost
60281,8.0,5,68,3,1,2,312,Lost
60282,30.0,9,26,1,2,1,121,Lost
60283,24.0,8,18,2,2,1,221,Lost
60284,5.0,14,36,4,3,1,431,Loyal
60285,30.0,5,18,1,1,1,111,Lost
60286,25.0,13,164,2,3,3,233,At Risk
60287,14.0,5,57,3,1,2,312,Lost
60288,2.0,10,87,4,2,2,422,Loyal
60289,30.0,15,135,1,3,3,133,At Risk
60290,0.0,16,102,4,3,3,433,Champions
60291,30.0,5,31,1,1,1,111,Lost
60292,6.0,73,527,4,4,4,444,Champions
60293,19.0,5,64,2,1,2,212,Lost
60294,30.0,11,117,1,3,3,133,At Risk
60295,8.0,4,81,3,1,2,312,Lost
60296,30.0,25,86,1,4,2,142,At Risk
60297,2.0,26,159,4,4,3,443,Champions
60298,7.0,7,59,3,2,2,322,Loyal
60299,6.0,55,412,4,4,4,444,Champions
60300,9.0,5,45,3,1,2,312,Lost
60301,0.0,21,254,4,4,4,444,Champions
60302,30.0,41,204,1,4,4,144,At Risk
60303,2.0,25,102,4,4,3,443,Champions
60304,28.0,10,72,2,2,2,222,Lost
60305,16.0,4,63,2,1,2,212,Lost
60306,10.0,6,50,3,2,2,322,Loyal
60307,28.0,5,87,2,1,2,212,Lost
60308,28.0,13,118,2,3,3,233,At Risk
60309,30.0,5,23,1,1,1,111,Lost
60310,11.0,4,14,3,1,1,311,Lost
60311,30.0,9,69,1,2,2,122,Lost
60312,10.0,5,61,3,1,2,312,Lost
60313,1.0,7,24,4,2,1,421,Loyal
60314,6.0,5,73,4,1,2,412,Lost
60315,30.0,21,126,1,4,3,143,At Risk
60316,6.0,22,204,4,4,4,444,Champions
60317,9.0,9,86,3,2,2,322,Loyal
60318,8.0,4,34,3,1,1,311,Lost
60319,13.0,3,12,3,1,1,311,Lost
60320,14.0,13,59,3,3,2,332,Loyal
60321,30.0,13,115,1,3,3,133,At Risk
60322,10.0,7,158,3,2,3,323,Loyal
60323,8.0,9,90,3,2,2,322,Loyal
60324,6.0,52,702,4,4,4,444,Champions
60325,30.0,4,18,1,1,1,111,Lost
60326,26.0,15,218,2,3,4,234,At Risk
60327,30.0,10,43,1,2,1,121,Lost
60328,11.0,7,29,3,2,1,321,Loyal
60329,30.0,28,302,1,4,4,144,At Risk
60330,22.0,4,59,2,1,2,212,Lost
60331,4.0,9,78,4,2,2,422,Loyal
60332,8.0,46,186,3,4,3,343,Champions
60333,13.0,14,192,3,3,3,333,Champions
60334,30.0,5,59,1,1,2,112,Lost
60335,30.0,4,41,1,1,1,111,Lost
60336,3.0,84,757,4,4,4,444,Champions
60337,30.0,8,94,1,2,3,123,Lost
60338,4.0,13,183,4,3,3,433,Champions
60339,20.0,12,83,2,3,2,232,At Risk
60340,19.0,28,319,2,4,4,244,At Risk
60341,2.0,71,378,4,4,4,444,Champions
60342,15.0,6,34,2,2,1,221,Lost
60343,9.0,15,201,3,3,4,334,Champions
60344,27.0,19,114,2,3,3,233,At Risk
60345,29.0,7,37,2,2,1,221,Lost
60346,9.0,7,103,3,2,3,323,Loyal
60347,16.0,4,77,2,1,2,212,Lost
60348,30.0,4,21,1,1,1,111,Lost
60349,9.0,32,236,3,4,4,344,Champions
60350,30.0,4,25,1,1,1,111,Lost
60351,4.0,93,1286,4,4,4,444,Champions
60352,14.0,5,60,3,1,2,312,Lost
60353,14.0,8,59,3,2,2,322,Loyal
60354,27.0,5,9,2,1,1,211,Lost
60355,5.0,4,48,4,1,2,412,Lost
60356,2.0,4,16,4,1,1,411,Lost
60357,27.0,3,5,2,1,1,211,Lost
60358,7.0,32,495,3,4,4,344,Champions
60359,30.0,5,27,1,1,1,111,Lost
60360,7.0,12,153,3,3,3,333,Champions
60361,7.0,33,258,3,4,4,344,Champions
60362,30.0,9,120,1,2,3,123,Lost
60363,10.0,15,166,3,3,3,333,Champions
60364,30.0,6,173,1,2,3,123,Lost
60365,14.0,12,147,3,3,3,333,Champions
60366,30.0,5,36,1,1,1,111,Lost
60367,1.0,7,59,4,2,2,422,Loyal
60368,7.0,44,502,3,4,4,344,Champions
60369,8.0,3,32,3,1,1,311,Lost
60370,23.0,4,13,2,1,1,211,Lost
60371,9.0,14,144,3,3,3,333,Champions
60372,2.0,12,85,4,3,2,432,Loyal
60373,30.0,5,48,1,1,2,112,Lost
60374,3.0,9,85,4,2,2,422,Loyal
60375,30.0,3,4,1,1,1,111,Lost
60376,20.0,4,23,2,1,1,211,Lost
60377,23.0,6,29,2,2,1,221,Lost
60378,30.0,5,121,1,1,3,113,Lost
60379,7.0,28,138,3,4,3,343,Champions
60380,4.0,28,238,4,4,4,444,Champions
60381,30.0,3,23,1,1,1,111,Lost
60382,30.0,7,33,1,2,1,121,Lost
60383,30.0,10,68,1,2,2,122,Lost
60384,4.0,5,31,4,1,1,411,Lost
60385,12.0,7,58,3,2,2,322,Loyal
60386,30.0,5,45,1,1,2,112,Lost
60387,30.0,9,46,1,2,2,122,Lost
60388,30.0,8,13,1,2,1,121,Lost
60389,1.0,34,232,4,4,4,444,Champions
60390,30.0,4,21,1,1,1,111,Lost
60391,30.0,3,9,1,1,1,111,Lost
60392,30.0,4,33,1,1,1,111,Lost
60393,30.0,4,35,1,1,1,111,Lost
60394,8.0,38,158,3,4,3,343,Champions
60395,6.0,23,295,4,4,4,444,Champions
60396,3.0,57,469,4,4,4,444,Champions
60397,7.0,14,130,3,3,3,333,Champions
60398,5.0,11,42,4,3,1,431,Loyal
60399,18.0,13,140,2,3,3,233,At Risk
60400,7.0,19,91,3,3,3,333,Champions
60401,18.0,29,543,2,4,4,244,At Risk
60402,30.0,5,31,1,1,1,111,Lost
60403,8.0,23,43,3,4,1,341,Loyal
60404,30.0,33,384,1,4,4,144,At Risk
60405,12.0,20,168,3,4,3,343,Champions
60406,1.0,86,1623,4,4,4,444,Champions
60407,5.0,88,193,4,4,3,443,Champions
60408,30.0,3,10,1,1,1,111,Lost
60409,30.0,13,36,1,3,1,131,At Risk
60410,5.0,9,73,4,2,2,422,Loyal
60411,15.0,5,21,2,1,1,211,Lost
60412,30.0,22,110,1,4,3,143,At Risk
60413,29.0,5,120,2,1,3,213,Lost
60414,30.0,5,67,1,1,2,112,Lost
60415,30.0,4,33,1,1,1,111,Lost
60416,30.0,7,109,1,2,3,123,Lost
60417,8.0,66,791,3,4,4,344,Champions
60418,30.0,4,36,1,1,1,111,Lost
60419,23.0,14,18,2,3,1,231,At Risk
60420,13.0,10,94,3,2,3,323,Loyal
60421,12.0,43,1166,3,4,4,344,Champions
60422,30.0,9,103,1,2,3,123,Lost
60423,30.0,3,59,1,1,2,112,Lost
60424,30.0,7,50,1,2,2,122,Lost
60425,6.0,83,1179,4,4,4,444,Champions
60426,14.0,4,34,3,1,1,311,Lost
60427,28.0,4,18,2,1,1,211,Lost
60428,4.0,27,377,4,4,4,444,Champions
60429,3.0,5,24,4,1,1,411,Lost
60430,11.0,84,717,3,4,4,344,Champions
60431,15.0,15,316,2,3,4,234,At Risk
60432,6.0,51,312,4,4,4,444,Champions
60433,29.0,15,89,2,3,2,232,At Risk
60434,4.0,18,208,4,3,4,434,Champions
60435,5.0,58,270,4,4,4,444,Champions
60436,30.0,7,121,1,2,3,123,Lost
60437,13.0,37,511,3,4,4,344,Champions
60438,30.0,3,28,1,1,1,111,Lost
60439,24.0,12,165,2,3,3,233,At Risk
60440,7.0,9,177,3,2,3,323,Loyal
60441,6.0,5,7,4,1,1,411,Lost
60442,21.0,3,16,2,1,1,211,Lost
60443,5.0,23,187,4,4,3,443,Champions
60444,18.0,4,51,2,1,2,212,Lost
60445,20.0,3,8,2,1,1,211,Lost
60446,30.0,7,107,1,2,3,123,Lost
60447,2.0,17,123,4,3,3,433,Champions
60448,9.0,4,53,3,1,2,312,Lost
60449,20.0,4,39,2,1,1,211,Lost
60450,10.0,3,24,3,1,1,311,Lost
60451,6.0,11,229,4,3,4,434,Champions
60452,27.0,11,92,2,3,3,233,At Risk
60453,30.0,6,30,1,2,1,121,Lost
60454,13.0,16,387,3,3,4,334,Champions
60455,30.0,3,34,1,1,1,111,Lost
60456,30.0,5,47,1,1,2,112,Lost
60457,26.0,15,188,2,3,3,233,At Risk
60458,4.0,15,43,4,3,1,431,Loyal
60459,8.0,4,16,3,1,1,311,Lost
60460,6.0,7,104,4,2,3,423,Loyal
60461,7.0,29,178,3,4,3,343,Champions
60462,12.0,17,87,3,3,2,332,Loyal
60463,30.0,20,128,1,4,3,143,At Risk
60464,6.0,5,27,4,1,1,411,Lost
60465,14.0,9,203,3,2,4,324,Loyal
60466,3.0,9,285,4,2,4,424,Loyal
60467,5.0,13,248,4,3,4,434,Champions
60468,16.0,4,34,2,1,1,211,Lost
60469,10.0,20,248,3,4,4,344,Champions
60470,8.0,11,123,3,3,3,333,Champions
60471,2.0,7,36,4,2,1,421,Loyal
60472,14.0,4,66,3,1,2,312,Lost
60473,9.0,18,262,3,3,4,334,Champions
60474,3.0,30,432,4,4,4,444,Champions
60475,18.0,20,239,2,4,4,244,At Risk
60476,15.0,15,180,2,3,3,233,At Risk
60477,30.0,13,112,1,3,3,133,At Risk
60478,1.0,51,405,4,4,4,444,Champions
60479,10.0,14,182,3,3,3,333,Champions
60480,30.0,7,82,1,2,2,122,Lost
60481,14.0,39,501,3,4,4,344,Champions
60482,6.0,11,32,4,3,1,431,Loyal
60483,7.0,6,138,3,2,3,323,Loyal
60484,30.0,8,107,1,2,3,123,Lost
60485,2.0,13,104,4,3,3,433,Champions
60486,13.0,5,41,3,1,1,311,Lost
60487,7.0,7,82,3,2,2,322,Loyal
60488,30.0,13,173,1,3,3,133,At Risk
60489,30.0,5,75,1,1,2,112,Lost
60490,3.0,4,25,4,1,1,411,Lost
60491,3.0,24,241,4,4,4,444,Champions
60492,30.0,8,89,1,2,2,122,Lost
60493,26.0,4,41,2,1,1,211,Lost
60494,7.0,16,34,3,3,1,331,Loyal
60495,0.0,24,252,4,4,4,444,Champions
60496,2.0,4,27,4,1,1,411,Lost
60497,26.0,7,43,2,2,1,221,Lost
60498,14.0,4,40,3,1,1,311,Lost
60499,13.0,5,52,3,1,2,312,Lost
60500,30.0,4,40,1,1,1,111,Lost
60501,1.0,27,255,4,4,4,444,Champions
60502,7.0,26,237,3,4,4,344,Champions
60503,7.0,19,331,3,3,4,334,Champions
60504,4.0,16,170,4,3,3,433,Champions
60505,6.0,48,282,4,4,4,444,Champions
60506,30.0,5,36,1,1,1,111,Lost
60507,11.0,8,132,3,2,3,323,Loyal
60508,8.0,25,122,3,4,3,343,Champions
60509,7.0,37,145,3,4,3,343,Champions
60510,25.0,4,6,2,1,1,211,Lost
60511,30.0,4,19,1,1,1,111,Lost
60512,0.0,5,76,4,1,2,412,Lost
60513,27.0,12,77,2,3,2,232,At Risk
60514,15.0,17,151,2,3,3,233,At Risk
60515,0.0,5,55,4,1,2,412,Lost
60516,13.0,17,287,3,3,4,334,Champions
60517,8.0,37,159,3,4,3,343,Champions
60518,19.0,8,111,2,2,3,223,Lost
60519,10.0,74,553,3,4,4,344,Champions
60520,6.0,4,73,4,1,2,412,Lost
60521,4.0,10,69,4,2,2,422,Loyal
60522,11.0,13,112,3,3,3,333,Champions
60523,30.0,8,69,1,2,2,122,Lost
60524,3.0,22,333,4,4,4,444,Champions
60525,12.0,6,35,3,2,1,321,Loyal
60526,3.0,11,49,4,3,2,432,Loyal
60527,12.0,48,390,3,4,4,344,Champions
60528,17.0,22,239,2,4,4,244,At Risk
60529,30.0,7,183,1,2,3,123,Lost
60530,9.0,6,21,3,2,1,321,Loyal
60531,27.0,7,106,2,2,3,223,Lost
60532,11.0,15,187,3,3,3,333,Champions
60533,10.0,6,40,3,2,1,321,Loyal
60534,30.0,17,148,1,3,3,133,At Risk
60535,30.0,5,20,1,1,1,111,Lost
60536,13.0,29,447,3,4,4,344,Champions
60537,30.0,5,26,1,1,1,111,Lost
60538,30.0,8,9,1,2,1,121,Lost
60539,15.0,8,79,2,2,2,222,Lost
60540,30.0,3,46,1,1,2,112,Lost
60541,11.0,26,269,3,4,4,344,Champions
60542,30.0,10,23,1,2,1,121,Lost
60543,4.0,54,410,4,4,4,444,Champions
60544,12.0,38,748,3,4,4,344,Champions
60545,7.0,18,63,3,3,2,332,Loyal
60546,0.0,4,23,4,1,1,411,Lost
60547,6.0,10,357,4,2,4,424,Loyal
60548,0.0,61,614,4,4,4,444,Champions
60549,30.0,10,144,1,2,3,123,Lost
60550,7.0,52,1267,3,4,4,344,Champions
60551,30.0,13,173,1,3,3,133,At Risk
60552,8.0,7,68,3,2,2,322,Loyal
60553,16.0,27,314,2,4,4,244,At Risk
60554,6.0,33,478,4,4,4,444,Champions
60555,8.0,50,196,3,4,3,343,Champions
60556,13.0,6,45,3,2,2,322,Loyal
60557,30.0,3,13,1,1,1,111,Lost
60558,8.0,46,433,3,4,4,344,Champions
60559,6.0,6,109,4,2,3,423,Loyal
60560,6.0,11,176,4,3,3,433,Champions
60561,4.0,42,1111,4,4,4,444,Champions
60562,24.0,37,235,2,4,4,244,At Risk
60563,3.0,74,653,4,4,4,444,Champions
60564,6.0,45,303,4,4,4,444,Champions
60565,21.0,11,109,2,3,3,233,At Risk
60566,8.0,25,135,3,4,3,343,Champions
60567,3.0,58,502,4,4,4,444,Champions
60568,30.0,36,466,1,4,4,144,At Risk
60569,7.0,77,794,3,4,4,344,Champions
60570,30.0,8,11,1,2,1,121,Lost
60571,30.0,4,16,1,1,1,111,Lost
60572,30.0,5,39,1,1,1,111,Lost
60573,30.0,14,172,1,3,3,133,At Risk
60574,3.0,4,27,4,1,1,411,Lost
60575,30.0,13,152,1,3,3,133,At Risk
60576,30.0,4,28,1,1,1,111,Lost
60577,29.0,5,47,2,1,2,212,Lost
60578,20.0,11,54,2,3,2,232,At Risk
60579,30.0,3,17,1,1,1,111,Lost
60580,8.0,5,95,3,1,3,313,Lost
60581,30.0,11,248,1,3,4,134,At Risk
60582,28.0,6,16,2,2,1,221,Lost
60583,30.0,9,254,1,2,4,124,Lost
60584,27.0,15,186,2,3,3,233,At Risk
60585,6.0,5,216,4,1,4,414,Lost
60586,6.0,6,78,4,2,2,422,Loyal
60587,9.0,8,133,3,2,3,323,Loyal
60588,14.0,5,11,3,1,1,311,Lost
60589,7.0,3,13,3,1,1,311,Lost
60590,27.0,25,206,2,4,4,244,At Risk
60591,24.0,7,39,2,2,1,221,Lost
60592,30.0,5,60,1,1,2,112,Lost
60593,5.0,21,144,4,4,3,443,Champions
60594,30.0,4,6,1,1,1,111,Lost
60595,7.0,43,707,3,4,4,344,Champions
60596,30.0,11,24,1,3,1,131,At Risk
60597,8.0,4,65,3,1,2,312,Lost
60598,8.0,12,198,3,3,4,334,Champions
60599,24.0,4,46,2,1,2,212,Lost
60600,30.0,15,89,1,3,2,132,At Risk
60601,5.0,7,215,4,2,4,424,Loyal
60602,6.0,11,47,4,3,2,432,Loyal
60603,12.0,25,200,3,4,4,344,Champions
60604,8.0,52,608,3,4,4,344,Champions
60605,4.0,11,194,4,3,3,433,Champions
60606,30.0,4,39,1,1,1,111,Lost
60607,30.0,10,60,1,2,2,122,Lost
60608,3.0,21,125,4,4,3,443,Champions
60609,15.0,7,117,2,2,3,223,Lost
60610,27.0,3,10,2,1,1,211,Lost
60611,30.0,8,74,1,2,2,122,Lost
60612,15.0,10,61,2,2,2,222,Lost
60613,8.0,12,191,3,3,3,333,Champions
60614,5.0,42,397,4,4,4,444,Champions
60615,20.0,6,108,2,2,3,223,Lost
60616,4.0,48,498,4,4,4,444,Champions
60617,4.0,14,155,4,3,3,433,Champions
60618,30.0,6,99,1,2,3,123,Lost
60619,2.0,12,250,4,3,4,434,Champions
60620,30.0,9,62,1,2,2,122,Lost
60621,9.0,15,102,3,3,3,333,Champions
60622,9.0,8,92,3,2,3,323,Loyal
60623,27.0,12,143,2,3,3,233,At Risk
60624,30.0,28,347,1,4,4,144,At Risk
60625,30.0,9,69,1,2,2,122,Lost
60626,30.0,10,50,1,2,2,122,Lost
60627,18.0,27,768,2,4,4,244,At Risk
60628,8.0,60,619,3,4,4,344,Champions
60629,9.0,18,156,3,3,3,333,Champions
60630,5.0,18,331,4,3,4,434,Champions
60631,30.0,12,82,1,3,2,132,At Risk
60632,5.0,11,193,4,3,3,433,Champions
60633,6.0,18,139,4,3,3,433,Champions
60634,11.0,10,64,3,2,2,322,Loyal
60635,6.0,7,133,4,2,3,423,Loyal
60636,13.0,4,15,3,1,1,311,Lost
60637,3.0,70,1056,4,4,4,444,Champions
60638,30.0,6,53,1,2,2,122,Lost
60639,30.0,6,92,1,2,3,123,Lost
60640,2.0,10,136,4,2,3,423,Loyal
60641,30.0,9,153,1,2,3,123,Lost
60642,12.0,28,183,3,4,3,343,Champions
60643,18.0,5,37,2,1,1,211,Lost
60644,26.0,11,60,2,3,2,232,At Risk
60645,12.0,6,38,3,2,1,321,Loyal
60646,8.0,6,48,3,2,2,322,Loyal
60647,9.0,6,7,3,2,1,321,Loyal
60648,15.0,8,63,2,2,2,222,Lost
60649,20.0,20,153,2,4,3,243,At Risk
60650,5.0,71,660,4,4,4,444,Champions
60651,24.0,9,166,2,2,3,223,Lost
60652,30.0,4,45,1,1,2,112,Lost
60653,30.0,11,141,1,3,3,133,At Risk
60654,15.0,13,170,2,3,3,233,At Risk
60655,8.0,6,65,3,2,2,322,Loyal
60656,7.0,12,51,3,3,2,332,Loyal
60657,16.0,15,211,2,3,4,234,At Risk
60658,11.0,4,40,3,1,1,311,Lost
60659,4.0,11,102,4,3,3,433,Champions
60660,30.0,5,22,1,1,1,111,Lost
60661,30.0,8,61,1,2,2,122,Lost
60662,30.0,4,77,1,1,2,112,Lost
60663,30.0,3,50,1,1,2,112,Lost
60664,16.0,11,36,2,3,1,231,At Risk
60665,3.0,5,37,4,1,1,411,Lost
60666,6.0,5,42,4,1,1,411,Lost
60667,9.0,16,196,3,3,3,333,Champions
60668,7.0,6,59,3,2,2,322,Loyal
60669,7.0,9,85,3,2,2,322,Loyal
60670,30.0,7,12,1,2,1,121,Lost
60671,8.0,28,312,3,4,4,344,Champions
60672,13.0,13,141,3,3,3,333,Champions
60673,22.0,9,58,2,2,2,222,Lost
60674,10.0,7,108,3,2,3,323,Loyal
60675,3.0,40,412,4,4,4,444,Champions
60676,30.0,12,49,1,3,2,132,At Risk
60677,30.0,13,97,1,3,3,133,At Risk
60678,30.0,9,91,1,2,3,123,Lost
60679,13.0,24,204,3,4,4,344,Champions
60680,5.0,19,211,4,3,4,434,Champions
60681,21.0,11,212,2,3,4,234,At Risk
60682,7.0,17,84,3,3,2,332,Loyal
60683,14.0,10,101,3,2,3,323,Loyal
60684,30.0,10,93,1,2,3,123,Lost
60685,6.0,11,211,4,3,4,434,Champions
60686,4.0,5,54,4,1,2,412,Lost
60687,10.0,47,436,3,4,4,344,Champions
60688,30.0,17,220,1,3,4,134,At Risk
60689,14.0,12,151,3,3,3,333,Champions
60690,9.0,7,11,3,2,1,321,Loyal
60691,26.0,9,170,2,2,3,223,Lost
60692,30.0,5,69,1,1,2,112,Lost
60693,6.0,38,213,4,4,4,444,Champions
60694,8.0,71,2579,3,4,4,344,Champions
60695,19.0,5,103,2,1,3,213,Lost
60696,7.0,8,35,3,2,1,321,Loyal
60697,0.0,15,203,4,3,4,434,Champions
60698,13.0,17,152,3,3,3,333,Champions
60699,14.0,9,130,3,2,3,323,Loyal
60700,25.0,8,116,2,2,3,223,Lost
60701,5.0,6,80,4,2,2,422,Loyal
60702,30.0,4,31,1,1,1,111,Lost
60703,11.0,17,143,3,3,3,333,Champions
60704,22.0,12,98,2,3,3,233,At Risk
60705,30.0,10,52,1,2,2,122,Lost
60706,24.0,37,410,2,4,4,244,At Risk
60707,7.0,30,234,3,4,4,344,Champions
60708,0.0,30,295,4,4,4,444,Champions
60709,13.0,6,61,3,2,2,322,Loyal
60710,10.0,19,334,3,3,4,334,Champions
60711,15.0,27,75,2,4,2,242,At Risk
60712,7.0,18,44,3,3,1,331,Loyal
60713,8.0,20,379,3,4,4,344,Champions
60714,14.0,22,248,3,4,4,344,Champions
60715,12.0,37,462,3,4,4,344,Champions
60716,1.0,100,705,4,4,4,444,Champions
60717,30.0,10,45,1,2,2,122,Lost
60718,20.0,6,23,2,2,1,221,Lost
60719,30.0,6,102,1,2,3,123,Lost
60720,9.0,5,69,3,1,2,312,Lost
60721,30.0,15,177,1,3,3,133,At Risk
60722,30.0,7,22,1,2,1,121,Lost
60723,5.0,42,677,4,4,4,444,Champions
60724,19.0,3,30,2,1,1,211,Lost
60725,11.0,31,706,3,4,4,344,Champions
60726,7.0,12,172,3,3,3,333,Champions
60727,8.0,70,660,3,4,4,344,Champions
60728,15.0,14,55,2,3,2,232,At Risk
60729,7.0,21,57,3,4,2,342,Loyal
60730,30.0,15,232,1,3,4,134,At Risk
60731,30.0,23,242,1,4,4,144,At Risk
60732,30.0,3,9,1,1,1,111,Lost
60733,11.0,13,326,3,3,4,334,Champions
60734,11.0,43,394,3,4,4,344,Champions
60735,6.0,6,36,4,2,1,421,Loyal
60736,9.0,3,9,3,1,1,311,Lost
60737,17.0,5,58,2,1,2,212,Lost
60738,30.0,11,123,1,3,3,133,At Risk
60739,30.0,5,10,1,1,1,111,Lost
60740,4.0,22,155,4,4,3,443,Champions
60741,5.0,41,569,4,4,4,444,Champions
60742,11.0,23,343,3,4,4,344,Champions
60743,30.0,3,46,1,1,2,112,Lost
60744,6.0,22,223,4,4,4,444,Champions
60745,12.0,7,9,3,2,1,321,Loyal
60746,17.0,18,102,2,3,3,233,At Risk
60747,3.0,24,150,4,4,3,443,Champions
60748,10.0,26,102,3,4,3,343,Champions
60749,6.0,55,916,4,4,4,444,Champions
60750,2.0,29,210,4,4,4,444,Champions
60751,5.0,39,692,4,4,4,444,Champions
60752,30.0,9,111,1,2,3,123,Lost
60753,14.0,16,82,3,3,2,332,Loyal
60754,12.0,22,73,3,4,2,342,Loyal
60755,8.0,13,79,3,3,2,332,Loyal
60756,5.0,5,30,4,1,1,411,Lost
60757,25.0,5,60,2,1,2,212,Lost
60758,24.0,22,135,2,4,3,243,At Risk
60759,19.0,7,144,2,2,3,223,Lost
60760,26.0,10,90,2,2,2,222,Lost
60761,30.0,6,59,1,2,2,122,Lost
60762,12.0,4,44,3,1,1,311,Lost
60763,0.0,25,144,4,4,3,443,Champions
60764,7.0,43,447,3,4,4,344,Champions
60765,2.0,9,74,4,2,2,422,Loyal
60766,7.0,14,194,3,3,3,333,Champions
60767,26.0,9,35,2,2,1,221,Lost
60768,10.0,7,72,3,2,2,322,Loyal
60769,6.0,30,545,4,4,4,444,Champions
60770,4.0,64,661,4,4,4,444,Champions
60771,13.0,8,93,3,2,3,323,Loyal
60772,6.0,11,58,4,3,2,432,Loyal
60773,9.0,31,310,3,4,4,344,Champions
60774,14.0,20,335,3,4,4,344,Champions
60775,20.0,6,29,2,2,1,221,Lost
60776,20.0,5,60,2,1,2,212,Lost
60777,14.0,28,582,3,4,4,344,Champions
60778,10.0,36,504,3,4,4,344,Champions
60779,13.0,14,265,3,3,4,334,Champions
60780,30.0,18,104,1,3,3,133,At Risk
60781,30.0,9,24,1,2,1,121,Lost
60782,24.0,17,70,2,3,2,232,At Risk
60783,30.0,4,36,1,1,1,111,Lost
60784,5.0,9,50,4,2,2,422,Loyal
60785,12.0,19,246,3,3,4,334,Champions
60786,2.0,3,13,4,1,1,411,Lost
60787,30.0,20,146,1,4,3,143,At Risk
60788,23.0,10,82,2,2,2,222,Lost
60789,22.0,19,298,2,3,4,234,At Risk
60790,30.0,24,426,1,4,4,144,At Risk
60791,1.0,47,315,4,4,4,444,Champions
