rank,user_id,trajectory_type,P_churn,predicted_loss,risk_score,churned,reorder_rate,gap_trend,avg_days_between_orders
1120,89618,C,0.6232572,112.55376929575242,70.14994932831469,0,0.65,-3.6666666666666665,7.866666666666666
1121,92719,D,0.79557973,88.16930502580301,70.1457120158299,0,0.7524752475247525,7.333333333333333,12.090909090909092
1122,33423,D,0.77638006,90.3496246426957,70.14564719110335,0,0.6206896551724138,15.666666666666668,10.0
1123,39926,C,0.8842758,79.3224195229951,70.14289550801665,1,0.5056179775280899,0.3333333333333321,12.428571428571429
1124,150584,C,0.7461428,93.99462468871585,70.13341288469182,0,0.746268656716418,5.0,11.466666666666669
1125,194885,B,0.747069,93.87216956338769,70.12898795599196,1,0.6902654867256637,19.666666666666664,11.137931034482758
1126,173152,D,0.6660772,105.2755023764512,70.12161149335827,0,0.8108108108108109,13.0,8.30232558139535
1127,14232,D,0.70868105,98.94615448538264,70.1212643536378,0,0.6857923497267759,5.666666666666668,9.172413793103448
1128,42926,D,0.7435217,94.3076250895823,70.11976482125937,0,0.6842105263157895,15.333333333333332,9.0625
1129,204266,D,0.71873033,97.55998416742086,70.11931966102755,1,0.6423841059602649,5.333333333333333,9.23076923076923
1130,20037,C,0.72395545,96.85553747641158,70.11909445526503,1,0.490566037735849,1.666666666666667,10.142857142857142
1131,99596,C,0.77516425,90.45530767227592,70.11772041905523,0,0.6348773841961853,3.666666666666667,10.357142857142858
1132,109071,C,0.8700834,80.58053278528685,70.11178326810892,1,0.6132596685082873,0.6666666666666679,12.833333333333334
1133,7825,C,0.51251405,136.7985736196944,70.11119165329849,0,0.8666666666666667,-0.6666666666666665,4.5625
1134,32860,C,0.52631724,133.20979448020125,70.11061121295782,0,0.6889763779527559,2.333333333333333,4.722222222222222
1135,33807,D,0.6068161,115.53603646007596,70.10912855556896,0,0.7480106100795756,7.333333333333333,7.181818181818182
1136,162718,C,0.7479345,93.7200575470938,70.09646627878175,1,0.6624737945492662,3.666666666666666,9.11111111111111
1137,87692,C,0.9214015,76.06843181907594,70.08956723413706,1,0.4324324324324324,0.0,11.6
1138,28688,C,0.5542193,126.46416316757896,70.08888068330785,1,0.7309417040358744,3.666666666666666,7.021739130434782
1139,175764,C,0.7111098,98.5599121466278,70.08692109288876,0,0.4861111111111111,0.3333333333333339,8.5
1140,33631,D,0.71361166,98.21030792657017,70.08402110310217,0,0.7258064516129032,13.333333333333334,7.515151515151516
1141,186937,D,0.6653243,105.32909187215824,70.07800123599657,0,0.6919831223628692,9.666666666666666,8.11111111111111
1142,164665,C,0.7263816,96.474797140991,70.07751749760071,0,0.6111111111111112,3.0,10.428571428571429
1143,15759,C,0.8945815,78.33262814385756,70.07491972659437,1,0.5631067961165048,2.666666666666666,12.333333333333334
1144,169905,C,0.9187186,76.27414212789371,70.0744712742552,0,0.2452830188679245,6.333333333333332,8.714285714285714
1145,79801,C,0.6466107,108.37007044124864,70.07324464080928,0,0.5796460176991151,-0.333333333333333,7.8
1146,125652,C,0.7623839,91.9122251160314,70.07239864080522,0,0.5133689839572193,2.666666666666666,9.266666666666667
1147,177876,D,0.7878549,88.93492534471159,70.06781759414088,0,0.608843537414966,12.0,10.4375
1148,5223,C,0.86937255,80.59346750839127,70.06574809296337,1,0.46875,1.0000000000000009,9.22222222222222
1149,142403,C,0.71466774,98.0266918677719,70.05651409017963,0,0.5193798449612403,3.0,8.409090909090908
1150,146362,D,0.75577486,92.69477903146674,70.05638323865139,1,0.6940639269406392,6.666666666666667,11.444444444444445
1151,5122,C,0.7583178,92.38106418308575,70.05420795612751,0,0.5714285714285714,2.0,10.083333333333334
1152,49484,D,0.7753708,90.33697833566234,70.04465305263392,0,0.6467065868263473,13.333333333333332,10.772727272727272
1153,11042,D,0.7175621,97.61368076898466,70.04387575337238,1,0.5927272727272728,10.0,9.22222222222222
1154,12669,D,0.7083413,98.86815184883008,70.03239525739774,1,0.7466216216216216,8.666666666666668,9.258064516129032
1155,37289,C,0.77942026,89.84947240008363,70.03049883476724,0,0.5572916666666666,4.666666666666666,10.157894736842104
1156,126898,C,0.4804571,145.74913637468677,70.02620699539004,0,0.5540540540540541,-1.3333333333333337,4.405797101449275
1157,70687,C,0.69020903,101.448955879524,70.02098554422436,1,0.5483870967741935,0.0,7.117647058823529
1158,195563,C,0.5866008,119.36426314108486,70.01916992082326,0,0.4702380952380952,4.0,5.789473684210527
1159,44668,C,0.6929255,101.0477390826431,70.01855642017931,0,0.5135135135135135,10.0,6.875
1160,15307,C,0.77628696,90.19069834468098,70.01386300653424,1,0.5555555555555556,5.0,8.1875
1161,11083,D,0.6829177,102.51607744567576,70.01004526964292,0,0.6410256410256411,7.0,8.45945945945946
1162,191360,D,0.7644023,91.58671303001545,70.00909137102248,0,0.6325459317585301,5.000000000000001,10.1
1163,82274,D,0.5569947,125.675398606742,70.00052800227729,0,0.7050691244239631,14.666666666666666,6.513513513513513
1164,61357,D,0.78195775,89.51914589534722,70.00018950807193,0,0.74609375,12.666666666666668,11.214285714285714
1165,104978,D,0.72927815,95.98528515954746,69.99997092159684,0,0.7681159420289855,10.666666666666668,10.96875
1166,70271,C,0.5104216,137.1346145832688,69.99646584134919,0,0.7142857142857143,-1.6666666666666663,3.678571428571429
1167,180275,D,0.6028096,116.1167869533276,69.99631482353861,1,0.6504854368932039,11.666666666666666,5.659574468085107
1168,65639,C,0.64279026,108.89053004975244,69.99377189689706,0,0.4545454545454545,10.333333333333332,6.05
1169,150783,B,0.75707614,92.4519260817264,69.9931477235221,0,0.6009615384615384,16.333333333333332,9.666666666666666
1170,125321,C,0.7005672,99.90639321377748,69.99114074507231,0,0.5137614678899083,5.0,7.625
1171,105592,C,0.7334952,95.42036261342577,69.99037565370533,1,0.49,6.333333333333334,7.6875
1172,69667,C,0.754856,92.70902084817884,69.98195975227956,0,0.4954545454545455,1.9999999999999991,9.692307692307692
1173,129226,C,0.8084679,86.5408229003073,69.96547948294443,1,0.5461538461538461,-0.3333333333333339,10.857142857142858
1174,142507,C,0.9084556,77.01520220201606,69.9648925169057,1,0.28125,0.0,10.333333333333334
1175,48221,C,0.86379725,80.99147461420984,69.96021283541681,1,0.4125,3.666666666666667,8.76923076923077
1176,134818,C,0.69904834,100.07209751136784,69.95523367772164,1,0.5,-2.333333333333333,7.3
1177,16546,D,0.7568622,92.42346506768872,69.95182924220438,0,0.6565295169946332,7.666666666666667,11.066666666666666
1178,180690,C,0.48102492,145.38670620046295,69.93462885586274,0,0.5530973451327433,1.0,4.756756756756757
1179,80389,D,0.7563445,92.45657958558029,69.92902519984133,0,0.6544502617801047,15.666666666666668,9.9375
1180,12175,C,0.81055623,86.25981749409236,69.91843272117437,1,0.5921052631578947,2.000000000000001,11.818181818181818
1181,100854,C,0.7549315,92.60603048673808,69.91121038367294,1,0.7186544342507645,4.333333333333334,9.523809523809524
1182,125404,C,0.70134234,99.6755492367615,69.90668336951131,1,0.6963562753036437,4.666666666666667,9.125
1183,194195,C,0.7665633,91.19367478559344,69.90572394700114,0,0.5059523809523809,7.000000000000001,8.35
1184,119629,C,0.933455,74.88335694616752,69.90024323832831,1,0.3333333333333333,-1.333333333333334,10.2
1185,161080,C,0.4664567,149.84141043737844,69.8945315280143,0,0.7182320441988951,1.666666666666666,4.676470588235294
1186,73053,C,0.7964262,87.75272326030975,69.88856590972736,0,0.3861386138613861,1.6666666666666663,8.642857142857142
1187,176607,C,0.7042551,99.2215891535289,69.87731059480735,1,0.5851393188854489,4.333333333333333,7.4375
1188,6795,C,0.8205289,85.16107582952208,69.87712595669534,0,0.5306122448979592,1.333333333333333,11.142857142857142
1189,128117,D,0.76243794,91.64566451202252,69.87413162783886,0,0.6448979591836734,14.0,11.566666666666666
1190,13591,C,0.6668007,104.77955989024032,69.8670815519185,0,0.4545454545454545,3.333333333333333,7.0
1191,143525,D,0.58180106,120.08430960604036,69.86517824132318,0,0.6333333333333333,11.666666666666668,5.928571428571429
1192,30726,C,0.7728434,90.3962412881511,69.86214031797735,1,0.4945054945054945,3.666666666666666,8.545454545454545
1193,10776,C,0.72980523,95.72366534945188,69.85963171155595,1,0.6954314720812182,5.0,8.485714285714286
1194,66268,C,0.7589345,92.0469449332547,69.85760193000465,1,0.5127118644067796,12.333333333333332,9.23076923076923
1195,34041,D,0.6563591,106.42629154344355,69.85386243276787,1,0.7111111111111111,5.999999999999999,7.545454545454546
1196,116250,C,0.56700647,123.1822929956583,69.8451569668155,0,0.5094339622641509,10.333333333333334,5.846153846153846
1197,161969,D,0.59824646,116.74178341599917,69.84035810147978,0,0.7730061349693251,6.999999999999999,6.333333333333333
1198,81775,B,0.7552256,92.47564569981462,69.8399748991784,0,0.6153846153846154,17.0,9.5
1199,97350,D,0.59955937,116.48509521893574,69.83972991980767,0,0.7266355140186916,11.0,7.416666666666667
1200,186244,D,0.7750546,90.09783063154606,69.8307357396064,1,0.648068669527897,10.666666666666668,10.782608695652174
1201,36853,C,0.81296134,85.89631692239631,69.8303849020494,0,0.288135593220339,0.0,10.0
1202,92902,D,0.50656945,137.83474422756368,69.82286990343475,1,0.6468646864686468,6.333333333333333,6.96
1203,176594,C,0.69270194,100.78996581019274,69.8174044227239,0,0.5051546391752577,-0.9999999999999996,7.666666666666667
1204,197675,C,0.78511983,88.92562567587211,69.81727225218994,1,0.4897959183673469,3.0,9.375
1205,196156,C,0.77949417,89.55671105834118,69.80893382963734,0,0.6759259259259259,4.999999999999999,10.541666666666666
1206,65093,C,0.91481286,76.30123887864563,69.80135477933636,1,0.2448979591836734,-1.0000000000000004,9.6
1207,149171,C,0.7354931,94.9009716434072,69.79901206016883,0,0.6322314049586777,-2.333333333333333,9.916666666666666
1208,205650,D,0.64258295,108.61308420210732,69.7929163784457,1,0.6961325966850829,15.333333333333332,7.92
1209,66464,D,0.5501558,126.85443450053032,69.78970523822059,0,0.6568265682656826,7.666666666666666,6.617021276595745
1210,3594,C,0.54299355,128.52559631160253,69.78856923288072,0,0.5615942028985508,0.666666666666667,6.769230769230769
1211,54496,C,0.9178791,76.03007901006843,69.7864208455129,1,0.24,1.0,9.8
1212,158906,D,0.49023974,142.35139691598388,69.78631172988447,1,0.8235294117647058,12.333333333333332,6.37037037037037
1213,65009,D,0.59051526,118.176202872385,69.78485068379035,0,0.6323907455012854,15.333333333333334,5.674418604651163
1214,122893,B,0.7186322,97.09927705408664,69.77866914842126,0,0.5848214285714286,20.666666666666664,7.95
1215,84225,C,0.5813949,120.01830407139704,69.77803119144274,1,0.6174957118353345,3.666666666666667,7.045454545454546
1216,31669,D,0.7040342,99.1019363321232,69.77115338086931,1,0.5770750988142292,10.666666666666668,6.5813953488372094
1217,33262,C,0.8796354,79.31683353365909,69.76989408603553,1,0.5473684210526316,-4.666666666666667,12.5
1218,193766,C,0.5239624,133.14892655696428,69.76502825376075,0,0.3979591836734694,14.666666666666666,5.48
1219,111058,D,0.7065351,98.74062193649452,69.76371528647242,0,0.6142857142857143,11.666666666666668,7.451612903225806
1220,191494,D,0.8119175,85.92000628832383,69.759955314264,0,0.684931506849315,8.0,7.944444444444445
1221,115638,D,0.75473326,92.42278772535435,69.7545522891803,0,0.7377777777777778,12.333333333333332,10.346153846153848
1222,142327,C,0.83357394,83.67644877322628,69.75050687289287,0,0.3125,1.666666666666666,10.4
1223,111277,B,0.7197748,96.9006865959776,69.74667063399424,0,0.6611570247933884,15.333333333333336,9.17948717948718
1224,140555,C,0.7259833,96.06745648013396,69.74337115952048,0,0.473469387755102,3.000000000000001,8.526315789473685
1225,11746,C,0.6034154,115.57766906558771,69.74134883046894,1,0.3716814159292035,1.6666666666666663,4.517241379310345
1226,168091,C,0.7830113,89.06201614014611,69.7365665751138,0,0.6344086021505376,2.0,10.882352941176473
1227,201335,C,0.7489096,93.1159286773029,69.73541221294143,0,0.4736842105263157,-3.0000000000000004,9.833333333333334
1228,73563,C,0.87217873,79.95493165430443,69.73499101524483,0,0.6666666666666666,-1.333333333333333,10.5
1229,63350,B,0.7559289,92.24797845379096,69.73291048280873,0,0.625,18.33333333333333,10.666666666666666
1230,160844,D,0.7502876,92.9405801499806,69.73216411801435,0,0.7689655172413793,7.0,9.451612903225806
1231,42850,C,0.742415,93.92537927669429,69.73161148222758,1,0.6170212765957447,0.3333333333333339,10.0
1232,9605,C,0.7676386,90.83155197606852,69.72580754875649,0,0.6192468619246861,-2.333333333333333,11.416666666666666
1233,196594,D,0.6552261,106.40795675946327,69.72127173080452,0,0.6610169491525424,13.0,8.083333333333334
1234,81028,C,0.82452935,84.55711944923881,69.71982672077367,0,0.5411255411255411,0.333333333333333,8.363636363636363
1235,199120,D,0.5587398,124.75299954798932,69.70446369390534,0,0.6427350427350428,10.333333333333332,6.020833333333333
1236,135310,D,0.7801947,89.34015752361819,69.70271737603025,0,0.6705882352941176,13.333333333333334,10.727272727272728
1237,181081,C,0.77140075,90.354023195779,69.69916123013343,0,0.704,0.3333333333333339,11.583333333333334
1238,168539,B,0.71256906,97.81009255457757,69.69644550878007,0,0.6575875486381323,17.0,8.0
1239,111409,C,0.7489244,93.05454730885742,69.69081864514673,0,0.5408163265306123,1.3333333333333337,8.625
1240,147392,B,0.77310705,90.14280456476484,69.69003788249886,1,0.6470588235294118,12.666666666666668,11.25
1241,187480,D,0.7448189,93.56538264648468,69.6892678002048,1,0.5632183908045977,6.666666666666667,9.3
1242,1050,D,0.78296477,89.00270766837741,69.68598418521094,1,0.6274509803921569,10.333333333333336,11.538461538461538
1243,124253,D,0.75951743,91.74415928651428,69.68128819432411,0,0.6424242424242425,6.666666666666667,10.6
1244,192778,D,0.5524924,126.11093980290786,69.67533329367977,0,0.7239583333333334,6.666666666666667,6.333333333333333
1245,61136,D,0.78853935,88.35047851081177,69.66782890000295,1,0.6443514644351465,10.666666666666668,11.5
1246,46237,D,0.7796046,89.36281428872554,69.6676623199429,0,0.6722222222222223,11.666666666666668,10.454545454545457
1247,59422,D,0.51974046,134.04005853192325,69.66604198852464,0,0.759493670886076,5.666666666666667,6.660377358490566
1248,63292,D,0.7750558,89.8755573235743,69.65857429259597,1,0.6481481481481481,10.333333333333332,10.75
1249,191329,C,0.7647787,91.08000083273627,69.65604223279477,0,0.7564102564102564,3.000000000000001,12.22222222222222
1250,17670,C,0.9453884,73.67083837087158,69.64755429850928,1,0.3289473684210526,1.333333333333333,11.833333333333334
1251,175550,C,0.79773986,87.30006869662024,69.64274487647627,1,0.3738317757009345,-1.0,8.88888888888889
1252,36134,B,0.7644874,91.09220388114248,69.63884080728394,0,0.6818181818181818,15.333333333333332,10.37037037037037
1253,104248,D,0.8017636,86.85223398437628,69.63495927931748,0,0.5866666666666667,8.333333333333332,10.7
1254,125694,C,0.539184,129.14466867627604,69.63273571214707,0,0.5619047619047619,3.333333333333333,6.290322580645161
1255,18379,C,0.8142213,85.51981437104979,69.63205636026944,1,0.4177215189873418,3.0000000000000004,8.8
1256,153800,C,0.85508215,81.42831257900949,69.627896938955,1,0.3669724770642202,0.666666666666667,11.0
1257,97372,C,0.71687174,97.1227917405081,69.62458455656564,1,0.4685598377281947,8.0,7.880952380952381
1258,59586,C,0.9071898,76.74671521914057,69.62383618917647,1,0.32,1.0,10.6
1259,183078,D,0.6993737,99.54371717687236,69.61825999131128,0,0.6065573770491803,10.0,7.8076923076923075
1260,36391,C,0.70878464,98.21905345670392,69.61615642927963,1,0.5,0.333333333333333,10.142857142857142
1261,8813,C,0.93674827,74.31107767381114,69.61077317188924,0,0.2903225806451613,0.0,10.25
1262,47127,B,0.7019819,99.1624983101295,69.61027918296365,0,0.6170212765957447,18.0,8.857142857142858
1263,125320,C,0.8938442,77.86865781142959,69.60244715445894,0,0.5517241379310345,3.0,12.166666666666666
1264,86978,D,0.7541396,92.28317347169144,69.59439573024572,0,0.7595744680851064,12.333333333333336,9.433333333333334
1265,146468,C,0.7390732,94.16162390617338,69.59233429028822,1,0.6025236593059937,4.333333333333333,10.6
1266,74196,C,0.8261161,84.2402467112302,69.59222281693741,0,0.6162790697674418,3.0,8.285714285714286
1267,94911,D,0.74580765,93.30663165488431,69.58879946981345,1,0.7444444444444445,14.666666666666668,11.296296296296296
1268,125229,D,0.54875016,126.81105974113296,69.58758959214333,0,0.6648501362397821,8.333333333333332,6.354166666666667
1269,158085,C,0.89861983,77.43614370889644,69.58565434265375,1,0.4878048780487805,0.0,12.4
1270,38572,D,0.79106826,87.96176853337056,69.58376281969052,0,0.7833333333333333,12.666666666666668,6.642857142857143
1271,174104,C,0.6608345,105.28194309098438,69.57393930064735,0,0.6757990867579908,3.333333333333333,8.56
1272,177476,D,0.7402506,93.98393553208555,69.57166348974665,0,0.5814814814814815,9.666666666666666,8.846153846153847
1273,74449,D,0.71100676,97.84843633119708,69.57089974534864,1,0.604,11.333333333333332,8.84
1274,193197,C,0.5864649,118.62154543670124,69.56737063497135,0,0.4594594594594595,1.6666666666666663,5.133333333333334
1275,1999,C,0.9264691,75.08852755956562,69.56719961739138,1,0.2040816326530612,2.666666666666667,10.0
1276,146842,C,0.8906861,78.09561288494986,69.5586764584546,1,0.6363636363636364,1.666666666666667,9.636363636363637
1277,55247,C,0.7347999,94.65977035805012,69.55599182949632,0,0.6415094339622641,3.333333333333333,7.5
1278,187416,C,0.5535438,125.64180238228118,69.54824149294282,0,0.6524822695035462,5.0,6.723404255319149
1279,101531,C,0.6232801,111.5794025438762,69.54522206533383,1,0.5,1.3333333333333337,5.5
1280,74355,C,0.780106,89.1476937349212,69.5446514866653,0,0.5392670157068062,11.333333333333332,7.472222222222222
1281,169543,D,0.6223471,111.7344548662076,69.5376157963693,0,0.828125,11.333333333333332,7.0
1282,118558,C,0.77487516,89.73925328471452,69.53671860910079,1,0.2985074626865671,2.6666666666666665,7.111111111111111
1283,169434,C,0.72631836,95.72346811551203,69.52571231534384,1,0.7454545454545455,4.333333333333333,9.8
1284,161017,C,0.7277174,95.53419265820592,69.52189425384447,0,0.4918032786885246,4.666666666666667,8.076923076923077
1285,17802,B,0.68633246,101.28933525057737,69.51815906154603,0,0.5675675675675675,21.0,6.689655172413793
1286,105311,C,0.9442264,73.6173949892311,69.51148668217388,1,0.1794871794871795,0.0,7.8
1287,91300,C,0.85047686,81.7315427440453,69.51078591764796,1,0.6046511627906976,-1.333333333333333,8.857142857142858
1288,29411,D,0.5627431,123.5189823194434,69.50945839704366,1,0.6590330788804071,9.333333333333332,7.022222222222222
1289,162047,D,0.7032568,98.83778958630116,69.50834622691782,0,0.6007067137809188,8.666666666666666,7.822222222222222
1290,90509,C,0.7006635,99.2036021647038,69.5083437982374,0,0.5975103734439834,1.666666666666666,9.27777777777778
1291,96978,D,0.78366446,88.67091085269507,69.48824191005622,0,0.6946107784431138,9.333333333333332,10.304347826086955
1292,50519,B,0.7607708,91.3279000364696,69.4795993657043,0,0.6510416666666666,20.0,10.77777777777778
1293,45976,D,0.80235463,86.58451739262559,69.47148874601429,1,0.5761589403973509,7.666666666666666,8.75
1294,178856,B,0.7418961,93.63862936997546,69.47013327331814,1,0.7578125,15.666666666666664,10.857142857142858
1295,2419,C,0.69606066,99.79963075475384,69.46659660153301,0,0.3851351351351351,0.3333333333333339,6.583333333333333
1296,76901,D,0.59134996,117.47070683525622,69.46629771460205,0,0.7549194991055456,6.333333333333334,6.596153846153846
1297,112923,D,0.67197335,103.37530736466074,69.46545135561357,0,0.6332046332046332,12.0,8.1875
1298,21368,D,0.74455833,93.2890805002688,69.45916239037786,0,0.7625,11.666666666666668,8.052631578947368
1299,197801,C,0.70256484,98.86390765600848,69.45830502401589,0,0.6,3.0,10.153846153846152
1300,195825,D,0.6057521,114.66178298095552,69.45661703225828,1,0.75,6.666666666666668,5.627118644067797
1301,102665,C,0.50247467,138.22908376914756,69.45661264887266,0,0.5363924050632911,1.6666666666666663,4.473684210526316
1302,45248,C,0.76697165,90.5568442548723,69.45453205224057,0,0.4464285714285714,3.6666666666666665,9.3
1303,113830,C,0.67731774,102.54321046850689,69.4543354164446,1,0.4269662921348314,1.333333333333333,7.545454545454546
1304,178202,C,0.78489625,88.47826472218291,69.44625858859483,0,0.6028571428571429,3.333333333333333,11.064516129032258
1305,159058,D,0.7622552,91.10567071292056,69.44577050361626,0,0.7182539682539683,10.666666666666666,10.22222222222222
1306,48665,C,0.7671536,90.52028877724544,69.44296728407564,0,0.5178571428571429,2.0,8.411764705882353
1307,497,C,0.87684155,79.19384486933855,69.44045329803494,1,0.5449101796407185,1.666666666666667,11.88888888888889
1308,151591,C,0.87311214,79.52247502668396,69.43203851453079,1,0.4268292682926829,-1.333333333333333,9.166666666666666
1309,106313,C,0.7813599,88.85877315500971,69.43068308085448,1,0.5222929936305732,4.000000000000001,9.26086956521739
1310,24007,C,0.97271514,71.3744062472728,69.42696552162579,1,0.4285714285714285,0.0,9.75
1311,205367,C,0.760067,91.34240823445504,69.42634892841515,1,0.4411764705882353,2.333333333333333,8.875
1312,74086,C,0.73672056,94.23609415099736,69.42566824183615,1,0.4803149606299212,17.333333333333332,6.902439024390244
1313,70272,D,0.7251308,95.74105525718092,69.42478764992713,1,0.7226890756302521,10.666666666666666,9.15
1314,85093,C,0.6620524,104.8527984759624,69.41804613952104,0,0.5855855855855856,0.6666666666666661,8.25
1315,43985,C,0.42980126,161.50787080065737,69.4162856375295,1,0.6649484536082474,-1.0,4.04
1316,75066,C,0.8925567,77.7687389215544,69.41301106949271,1,0.36,1.0,10.8
1317,65139,C,0.8083485,85.86450140007551,69.4084389253912,0,0.559322033898305,1.666666666666666,8.125
1318,197615,C,0.5929472,117.04217470217311,69.3998280205573,0,0.6254071661237784,3.0,6.979166666666667
1319,178697,D,0.72606385,95.58313680265054,69.39946006704754,0,0.592814371257485,10.333333333333332,8.88
1320,90796,C,0.6994426,99.2134276059045,69.39410024446293,0,0.7553191489361702,1.333333333333334,10.0
1321,13269,C,0.5677726,122.21043699326086,69.38774084342917,0,0.430622009569378,4.666666666666666,5.666666666666667
1322,152679,C,0.6707555,103.44562489713044,69.38672242603401,0,0.6491228070175439,2.333333333333333,8.958333333333334
1323,162962,B,0.7572423,91.62929316727636,69.38557871828216,0,0.6323907455012854,17.666666666666664,11.064516129032258
1324,66813,C,0.62494224,111.02449350985016,69.38389601299974,0,0.6474820143884892,0.666666666666667,8.2
1325,30616,D,0.5683007,122.08270323776202,69.37968864150375,0,0.7988826815642458,13.333333333333332,6.574074074074074
1326,73593,C,0.66736615,103.9516938213236,69.37384138395579,1,0.631578947368421,0.0,8.9
1327,92119,D,0.6557527,105.78954456773629,69.3717814337365,0,0.6233766233766234,6.333333333333334,7.264705882352941
1328,78761,C,0.8429577,82.29398056541517,69.37034256152596,0,0.546875,7.666666666666666,10.2
1329,199345,C,0.6178527,112.2740922417077,69.36884966585167,1,0.3355263157894737,-2.0,6.307692307692308
1330,35758,C,0.78006643,88.92506028866067,69.36745436748154,0,0.7101449275362319,2.333333333333333,11.772727272727272
1331,45577,D,0.7405539,93.66438430745735,69.36352654184434,0,0.6733333333333333,5.333333333333334,10.076923076923077
1332,160756,C,0.7249746,95.67465779466949,69.36169414894245,1,0.5340909090909091,13.999999999999998,8.391304347826088
1333,201559,D,0.76517123,90.64455710138635,69.35860723550873,1,0.6186868686868687,7.333333333333334,10.185185185185183
1334,19951,B,0.72438914,95.7430451936892,69.3552217703125,0,0.7021276595744681,19.666666666666668,10.892857142857142
1335,163255,C,0.85636985,80.98717738319652,69.35497719212954,1,0.4382022471910112,-2.0000000000000004,7.923076923076923
1336,167747,D,0.71509147,96.98528817895291,69.3533519919642,1,0.7213352685050798,13.0,10.32258064516129
1337,67424,D,0.58510137,118.527445949345,69.35057053856038,1,0.7255936675461742,10.333333333333332,7.204545454545454
1338,188085,C,0.87187415,79.53908510159043,69.34807250218459,0,0.6346153846153846,4.333333333333334,10.538461538461538
1339,179324,B,0.63960284,108.41127237152868,69.34015769107003,0,0.6166666666666667,14.666666666666668,7.04
1340,90717,D,0.5564722,124.5993382710961,69.33606567759632,0,0.670076726342711,7.333333333333333,6.229166666666667
1341,192850,C,0.87309587,79.41052195816094,69.33299875764445,0,0.4979253112033195,3.666666666666666,10.5
1342,92163,C,0.8716635,79.53882857349275,69.33109455924296,1,0.6388888888888888,-1.0,9.916666666666666
1343,90524,C,0.7870501,88.08448997628687,69.32690910916207,1,0.6733067729083665,1.333333333333333,11.166666666666666
1344,138429,C,0.5174455,133.97317921179757,69.32381932887328,0,0.7857142857142857,5.0,6.886792452830188
1345,171873,B,0.75973254,91.2375322377922,69.31612251381577,0,0.643979057591623,17.333333333333332,10.892857142857142
1346,111066,C,0.9551051,72.57163813075881,69.31354357394396,0,0.3939393939393939,0.0,10.25
1347,175293,C,0.78324217,88.49359600768335,69.3119158179326,0,0.5652173913043478,3.999999999999999,10.25
1348,160906,D,0.7475383,92.71149431540036,69.30539546274882,1,0.7468619246861925,5.333333333333334,11.523809523809524
1349,37110,D,0.576568,120.19790498692744,69.30226658028224,0,0.5863453815261044,7.333333333333332,7.02
1350,38839,C,0.53960294,128.43068105126616,69.30157247966225,0,0.8850574712643678,2.333333333333334,5.164179104477612
1351,51847,D,0.55415606,125.05403636830638,69.29945270462468,1,0.6216216216216216,6.0,6.818181818181818
1352,172596,C,0.76633775,90.41871157963826,69.29127220161982,0,0.6635859519408502,2.999999999999999,10.241379310344827
1353,169365,D,0.784956,88.25033812973385,69.27263051018726,1,0.6098654708520179,7.666666666666667,11.0
1354,24324,D,0.7033168,98.49310251821906,69.27185444820073,0,0.7068965517241379,11.0,9.26923076923077
1355,19393,C,0.7752718,89.33871201605956,69.26178169245178,1,0.5,5.0,8.3
1356,122798,D,0.78470933,88.26407411249237,69.26164284590487,0,0.6225165562913907,11.333333333333334,11.571428571428571
1357,113998,C,0.78720284,87.97917581096856,69.25745662666083,1,0.5163934426229508,-1.9999999999999991,10.583333333333334
1358,5695,D,0.7876827,87.92415229104832,69.25633473378034,0,0.6011904761904762,12.333333333333336,10.818181818181818
1359,176604,B,0.517908,133.71674926353435,69.25297111602487,0,0.7339055793991416,17.333333333333336,5.093023255813954
1360,47956,C,0.768888,90.06327740419972,69.24857293717238,0,0.4096385542168674,3.0,7.1
1361,11157,B,0.7347976,94.24050508739384,69.24769667182379,0,0.725,15.666666666666668,10.533333333333331
1362,138471,C,0.49770507,139.13280578846346,69.24710314540151,0,0.7173489278752436,-1.0,5.618181818181818
1363,93402,D,0.76676905,90.3060601326203,69.24389207727079,1,0.6363636363636364,7.666666666666666,9.884615384615383
1364,44234,B,0.7747425,89.37387611597826,69.24173879508734,0,0.6337579617834395,13.666666666666668,11.5
1365,118134,D,0.62438697,110.89249763480076,69.2398301756927,0,0.6393831553973903,8.333333333333334,7.229166666666667
1366,161883,B,0.77166754,89.72692424000454,69.23935490663615,0,0.6179775280898876,21.0,10.266666666666667
1367,149143,D,0.7320237,94.58366193619942,69.23748368086127,0,0.7039473684210527,10.666666666666668,10.689655172413794
1368,158179,D,0.67877483,101.97941801721008,69.2210625033333,0,0.6478260869565218,14.333333333333334,8.289473684210526
1369,196608,C,0.87180656,79.39241801568392,69.21483099490204,1,0.2537313432835821,1.666666666666667,8.0
1370,127459,D,0.6795432,101.85362030429316,69.21393478339067,1,0.6336633663366337,11.666666666666666,8.68
1371,141294,D,0.75866896,91.22891757844748,69.21254794278053,0,0.6862244897959183,7.999999999999998,11.3
1372,134575,D,0.65001446,106.46387230175986,69.20305647298086,0,0.725,9.666666666666668,8.037037037037036
1373,33634,D,0.7289756,94.93053726203674,69.20204479348384,0,0.552901023890785,10.0,7.88
1374,97931,D,0.72198075,95.8501690588717,69.20197699849997,0,0.693069306930693,14.999999999999998,8.4
1375,149038,C,0.7134926,96.98977682200798,69.20148535227322,1,0.4727272727272727,-1.0,9.5
